LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
10;457.0;86.0;59.0;68.0;56.0;10;24.92307692307692;2;13;6;7;6;4;2;1;4;9;22.0;2;35.0;1;2;11.0;2;3;31.0;1;1;33.0;1;2;36.0;1;1;0.0;0;2;1;17.9
12;447.0;86.0;63.0;63.0;56.0;12;27.61538461538462;2;13;6;7;6;4;2;1;4;9;23.0;2;40.0;1;2;8.0;2;3;38.0;1;1;42.0;1;2;41.0;1;1;0.0;0;2;1;25.0
1;454.0;75.0;60.0;51.0;60.0;1;37.0;0;15;15;0;7;7;0;2;4;2;34.0;1;39.0;1;2;31.0;1;3;36.0;1;1;45.0;1;2;34.0;1;1;44.0;1;2;2;39.76470588235294
1;452.0;85.0;60.0;68.0;74.0;1;38.3;1;15;15;0;7;7;0;2;4;5;37.0;1;43.0;1;2;31.5;2;3;34.0;1;1;43.0;1;2;42.0;1;1;42.0;1;2;2;39.29411764705883
14;456.0;60.0;69.0;68.0;53.0;16;33.84615384615385;0;13;10;3;6;5;1;2;4;9;30.0;1;45.0;1;2;24.0;1;3;39.0;1;1;40.0;1;2;39.0;1;1;0.0;0;2;0;0.0
8;450.0;68.0;65.0;51.0;58.0;16;33.53333333333333;3;15;12;3;7;6;1;2;4;9;30.0;3;35.0;1;2;24.0;2;3;35.0;2;1;38.0;1;2;42.0;1;1;44.0;1;2;2;32.43333333333333
9;442.0;64.0;75.0;55.0;55.0;9;30.04444444444444;4;15;8;7;7;3;4;1;4;2;30.0;1;37.0;1;2;24.0;2;3;24.0;3;1;29.0;2;2;26.66666666666667;3;1;38.0;1;2;2;31.20588235294118
4;462.0;64.0;69.0;68.0;43.0;4;32.21111111111112;2;15;8;7;7;5;2;2;4;2;21.66666666666667;3;37.0;1;2;23.5;2;3;36.0;1;1;44.0;1;2;40.0;1;1;44.0;1;2;2;34.0
8;467.0;63.0;60.0;68.0;74.0;8;29.57692307692308;2;13;6;7;6;4;2;1;4;9;22.0;2;38.0;1;2;22.5;2;3;35.0;1;1;39.0;1;2;40.0;1;1;0.0;0;2;1;26.66666666666667
12;458.0;85.0;52.0;63.0;50.0;12;31.93333333333333;2;15;8;7;7;5;2;2;4;2;24.0;2;38.0;1;2;23.0;2;3;37.0;1;1;38.0;1;2;41.0;1;1;42.0;1;2;2;31.85294117647059
6;450.0;76.0;59.0;63.0;53.0;4;34.4;2;15;12;3;7;6;1;2;4;11;30.0;3;43.0;1;2;20.0;2;3;39.0;1;1;40.0;1;2;45.0;1;1;43.0;1;2;2;32.11764705882353
1;462.0;75.0;60.0;77.0;60.0;11;29.57692307692308;2;13;6;7;6;4;2;1;4;9;23.0;2;40.0;1;2;17.5;2;3;38.0;1;1;38.0;1;2;46.0;1;1;0.0;0;2;1;14.33333333333333
11;431.0;76.0;69.0;63.0;63.0;11;41.6;0;15;15;0;7;7;0;2;4;2;43.0;1;40.0;1;2;36.0;1;3;36.0;1;1;43.0;1;2;44.0;1;1;49.0;1;2;2;39.29411764705883
5;446.0;76.0;63.0;76.0;53.0;5;34.76666666666667;1;15;12;3;7;6;1;2;4;5;30.0;1;38.0;1;2;25.5;2;3;37.0;1;1;45.0;1;2;40.0;1;1;41.0;1;2;2;37.35294117647059
10;449.0;76.0;59.0;76.0;55.0;10;34.56666666666667;1;15;12;3;7;6;1;2;4;5;31.0;1;40.0;1;2;21.5;2;3;38.0;1;1;43.0;1;2;42.0;1;1;42.0;1;2;2;33.58823529411764
10;428.0;85.0;60.0;63.0;60.0;8;37.66666666666666;1;15;12;3;7;6;1;2;4;5;36.0;1;39.0;1;2;28.0;2;3;38.0;1;1;40.0;1;2;43.0;1;1;49.0;1;2;2;38.8235294117647
15;447.0;85.0;52.0;59.0;60.0;18;35.83333333333334;2;15;12;3;7;6;1;2;4;2;30.0;2;44.0;1;2;25.5;2;3;39.0;1;1;38.0;1;2;42.0;1;1;48.0;1;2;2;33.1764705882353
13;442.0;76.0;63.0;68.0;55.0;1;36.96666666666667;1;15;12;3;7;6;1;2;4;2;35.0;1;43.0;1;2;28.5;2;3;36.0;1;1;41.0;1;2;39.0;1;1;43.0;1;2;2;35.47058823529412
16;423.0;85.0;60.0;48.0;60.0;8;26.13333333333333;3;15;6;9;7;4;3;1;4;9;12.0;3;29.0;2;2;24.0;3;3;39.0;1;1;32.0;1;2;39.0;1;1;36.0;1;2;1;3.75
10;433.0;75.0;65.0;48.0;47.0;10;18.76923076923077;3;13;5;8;6;3;3;1;4;9;7.5;2;33.0;1;2;10.5;2;3;9.5;2;1;38.0;1;2;31.0;1;1;0.0;0;2;1;2.0
10;466.0;64.0;55.0;63.0;56.0;10;35.23333333333333;2;15;12;3;7;6;1;2;4;5;31.5;2;41.0;1;2;28.5;2;3;38.0;1;1;36.0;1;2;41.0;1;1;42.0;1;2;2;36.47058823529412
10;439.0;85.0;52.0;48.0;63.0;10;34.86666666666667;2;15;11;4;7;6;1;2;4;5;27.0;2;40.0;1;2;30.0;2;3;40.0;1;1;41.0;1;2;43.0;1;1;40.0;1;2;2;36.94117647058823
14;450.0;85.0;60.0;77.0;56.0;14;36.93333333333333;2;15;15;0;7;7;0;2;4;5;33.0;2;35.0;1;2;31.0;2;3;40.0;1;1;46.0;1;2;43.0;1;1;42.0;1;2;2;37.52941176470588
11;426.0;85.0;60.0;55.0;52.0;8;35.03333333333333;2;15;12;3;7;6;1;2;4;3;33.5;2;45.0;1;2;21.5;2;3;41.0;1;1;36.0;1;2;40.0;1;1;42.0;1;2;2;39.41176470588236
14;432.0;76.0;63.0;63.0;56.0;8;27.92307692307692;0;13;4;9;6;3;3;1;4;9;22.0;1;29.0;1;2;16.0;1;3;37.0;1;1;44.0;1;2;44.0;1;1;0.0;0;2;0;0.0
11;447.0;69.0;63.0;63.0;53.0;11;35.1;2;15;8;7;7;5;2;2;4;3;25.0;2;45.0;1;2;27.5;2;3;40.0;1;1;42.0;1;2;42.0;1;1;44.0;1;2;2;37.0
14;439.0;86.0;59.0;55.0;47.0;19;32.73076923076923;1;13;10;3;6;5;1;2;4;9;32.0;1;40.0;1;2;23.5;2;3;39.0;1;1;35.0;1;2;38.0;1;1;0.0;0;2;1;28.6
8;449.0;59.0;70.0;51.0;60.0;8;34.30769230769231;0;13;6;7;6;4;2;2;4;9;26.0;1;43.0;1;2;28.0;1;3;37.0;1;1;46.0;1;2;43.0;1;1;0.0;0;2;0;0.0
6;427.0;68.0;70.0;59.0;47.0;6;34.93333333333333;2;15;8;7;7;5;2;2;4;5;28.5;2;42.0;1;2;26.0;2;3;39.0;1;1;42.0;1;2;41.0;1;1;42.0;1;2;2;38.88235294117647
14;451.0;69.0;63.0;59.0;60.0;18;12.30769230769231;0;13;0;13;6;0;6;1;4;9;10.0;1;18.0;1;2;6.0;1;3;7.0;1;1;20.0;1;2;19.0;1;1;0.0;0;2;0;0.0
18;444.0;86.0;55.0;68.0;52.0;18;35.73333333333333;2;15;8;7;7;5;2;2;4;5;27.0;2;39.0;1;2;29.0;2;3;39.0;1;1;44.0;1;2;42.0;1;1;47.0;1;2;2;33.38235294117647
11;461.0;86.0;47.0;76.0;50.0;10;32.51111111111111;3;15;8;7;7;5;2;2;4;5;25.66666666666667;3;31.5;2;2;23.0;2;3;38.0;1;1;41.0;1;2;43.0;1;1;45.0;1;2;2;33.61764705882353
21;455.0;75.0;60.0;63.0;63.0;10;25.68888888888889;3;15;4;11;7;3;4;1;4;9;24.5;2;29.66666666666667;3;2;21.0;3;3;34.0;1;1;35.0;1;2;31.0;1;1;15.0;1;2;1;18.58333333333333
9;452.0;63.0;65.0;63.0;80.0;10;13.76923076923077;0;13;2;11;6;1;5;1;4;9;11.0;1;23.0;1;2;1.0;1;3;10.0;1;1;33.0;1;2;10.0;1;1;0.0;0;2;0;0.0
11;422.0;59.0;76.0;58.0;60.0;10;36.0;2;15;12;3;7;6;1;2;4;5;30.0;1;35.0;2;2;28.0;2;3;45.0;1;1;44.0;1;2;47.0;1;1;43.0;1;2;2;37.47058823529412
11;433.0;75.0;60.0;63.0;55.0;11;35.0;2;15;11;4;7;6;1;2;4;2;28.5;2;32.5;2;2;30.0;1;3;41.0;1;1;44.0;1;2;39.0;1;1;44.0;1;2;2;38.58823529411764
15;438.0;64.0;69.0;55.0;55.0;5;35.23333333333333;2;15;12;3;7;6;1;2;4;5;30.0;1;30.5;2;2;24.5;2;3;48.0;1;1;42.0;1;2;44.0;1;1;49.0;1;2;2;35.21568627450981
7;395.0;76.0;75.0;58.0;60.0;20;31.28888888888889;2;15;8;7;7;5;2;2;4;9;27.33333333333333;3;30.0;1;2;17.0;3;3;38.0;1;1;43.0;1;2;39.0;1;1;43.0;1;2;1;24.83333333333333
4;429.0;69.0;68.0;63.0;49.0;4;13.58888888888889;4;15;2;13;7;1;6;1;4;9;4.333333333333333;3;24.0;2;2;6.0;2;3;4.0;1;1;37.0;1;2;22.5;2;1;10.0;1;2;1;6.375
11;426.0;86.0;55.0;63.0;43.0;11;35.26666666666667;2;15;12;3;7;6;1;2;4;9;39.0;1;30.0;2;2;25.0;2;3;39.0;1;1;37.0;1;2;41.0;1;1;42.0;1;2;1;25.67647058823529
10;417.0;64.0;75.0;55.0;43.0;10;5.846153846153846;0;13;0;13;6;0;6;1;4;9;4.0;1;12.0;1;2;1.0;1;3;7.0;1;1;4.0;1;2;18.0;1;1;0.0;0;2;0;0.0
7;446.0;69.0;63.0;76.0;56.0;7;32.36666666666667;3;15;8;7;7;5;2;2;4;5;23.5;2;31.0;2;2;26.5;2;3;45.0;1;1;40.0;1;2;43.0;1;1;41.0;1;2;2;32.97058823529412
7;423.0;86.0;55.0;55.0;50.0;7;33.93333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;31.0;1;2;33.0;1;3;40.0;1;1;40.0;1;2;32.0;1;1;38.0;1;2;2;39.05882352941177
8;458.0;63.0;60.0;51.0;50.0;8;28.62222222222222;2;15;8;7;7;5;2;1;4;11;21.33333333333333;3;30.0;1;2;24.0;2;3;37.0;1;1;36.0;1;2;35.0;1;1;34.0;1;2;2;32.05882352941177
1;446.0;76.0;59.0;68.0;52.0;11;31.06666666666667;2;15;11;4;7;5;2;2;4;9;30.0;1;33.0;1;2;27.0;2;3;40.0;1;1;39.0;1;2;21.0;2;1;30.0;1;2;1;13.96428571428571
11;461.0;68.0;60.0;68.0;61.0;10;35.3;1;15;15;0;7;7;0;2;4;2;33.0;1;32.0;1;2;30.0;1;3;41.0;1;1;43.0;1;2;30.5;2;1;43.0;1;2;2;36.02941176470588
10;453.0;64.0;59.0;68.0;66.0;10;33.86666666666667;1;15;15;0;7;7;0;2;4;9;31.0;1;33.0;1;2;30.0;1;3;37.0;1;1;42.0;1;2;33.0;2;1;37.0;1;2;2;31.13333333333333
15;441.0;63.0;60.0;55.0;80.0;19;33.53846153846154;0;13;13;0;6;6;0;2;4;9;30.0;1;30.0;1;2;30.0;1;3;38.0;1;1;44.0;1;2;40.0;1;1;0.0;0;2;1;0.5714285714285714
11;387.0;86.0;63.0;45.0;66.0;11;30.6;3;15;8;7;7;4;3;1;4;5;30.0;1;28.0;2;2;28.0;3;3;39.0;1;1;42.0;1;2;32.0;1;1;22.0;2;2;2;37.41176470588236
4;431.0;69.0;69.0;63.0;49.0;18;37.06666666666667;1;15;15;0;7;7;0;2;4;5;34.0;1;33.0;2;2;35.0;1;3;40.0;1;1;41.0;1;2;31.0;1;1;48.0;1;2;2;36.05882352941177
7;417.0;75.0;65.0;55.0;43.0;7;15.92307692307692;0;13;3;10;6;2;4;1;4;9;4.0;1;31.0;1;2;8.0;1;3;38.0;1;1;28.0;1;2;11.0;1;1;0.0;0;2;0;0.0
11;431.0;69.0;69.0;68.0;47.0;11;32.86666666666667;3;15;7;8;7;4;3;1;4;5;26.5;2;30.0;1;2;28.5;2;3;39.0;1;1;40.0;1;2;28.5;2;1;47.0;1;2;2;35.88235294117647
11;430.0;64.0;63.0;51.0;58.0;11;30.06666666666667;4;15;6;9;7;4;3;1;4;2;23.5;2;28.5;2;2;27.5;2;3;38.0;1;1;39.0;1;2;33.5;2;1;34.0;1;2;2;32.23529411764706
4;427.0;76.0;59.0;55.0;50.0;4;28.74444444444445;3;15;7;8;7;4;3;1;4;9;22.66666666666667;3;30.0;1;2;19.0;3;3;40.0;1;1;39.0;1;2;25.5;2;1;40.0;1;2;1;25.0
16;432.0;76.0;59.0;68.0;43.0;8;33.6;2;15;14;1;7;6;1;2;4;9;30.0;1;31.0;2;2;31.0;1;3;37.0;1;1;41.0;1;2;24.0;2;1;43.0;1;2;2;33.26470588235294
11;401.0;64.0;68.0;51.0;83.0;13;34.46153846153846;0;13;10;3;6;4;2;2;4;9;35.0;1;28.0;1;2;39.0;1;3;40.0;1;1;41.0;1;2;13.0;1;1;0.0;0;2;0;0.0
10;427.0;63.0;70.0;63.0;52.0;10;24.61538461538462;3;13;5;8;6;3;3;1;4;9;18.0;2;36.0;1;2;12.0;2;3;39.0;1;1;43.0;1;2;15.0;2;1;0.0;0;2;1;14.66666666666667
7;415.0;76.0;63.0;55.0;49.0;8;35.2;0;15;15;0;7;7;0;2;4;2;32.0;1;36.0;1;2;32.0;1;3;38.0;1;1;41.0;1;2;30.0;1;1;41.0;1;2;2;35.58823529411764
6;434.0;75.0;56.0;59.0;49.0;19;35.7;1;15;12;3;7;6;1;2;4;15;30.0;1;39.0;1;2;27.5;2;3;40.0;1;1;41.0;1;2;33.0;1;1;50.0;1;2;2;34.5
10;431.0;69.0;59.0;55.0;63.0;10;18.76923076923077;0;13;1;12;6;1;5;1;4;9;13.0;1;22.0;1;2;16.0;1;3;36.0;1;1;25.0;1;2;14.0;1;1;0.0;0;2;0;0.0
15;448.0;68.0;56.0;63.0;45.0;4;36.63333333333333;1;15;15;0;7;7;0;2;4;11;30.0;1;39.0;1;2;36.0;1;3;38.0;1;1;42.0;1;2;33.5;2;1;44.0;1;2;2;36.70588235294117
16;419.0;60.0;75.0;68.0;60.0;16;38.06666666666667;0;15;15;0;7;7;0;2;4;5;35.0;1;39.0;1;2;33.0;1;3;44.0;1;1;43.0;1;2;34.0;1;1;45.0;1;2;2;34.52941176470588
9;431.0;64.0;63.0;63.0;66.0;9;36.2;0;15;15;0;7;7;0;2;4;5;33.0;1;34.0;1;2;34.0;1;3;42.0;1;1;36.0;1;2;37.0;1;1;45.0;1;2;2;35.64705882352941
9;446.0;75.0;52.0;63.0;60.0;9;6.769230769230769;0;13;0;13;6;0;6;1;4;9;0.0;1;14.0;1;2;16.0;1;3;6.0;1;1;0.0;1;2;6.0;1;1;0.0;0;2;0;0.0
5;437.0;63.0;60.0;63.0;45.0;7;27.73076923076923;2;13;5;8;6;3;3;1;4;9;19.5;2;36.0;1;2;26.0;1;3;37.0;1;1;38.0;1;2;19.5;2;1;0.0;0;2;1;9.857142857142858
5;417.0;75.0;60.0;51.0;52.0;5;33.6;3;15;7;8;7;4;3;1;4;5;27.0;2;43.0;1;2;27.0;3;3;38.0;1;1;44.0;1;2;23.0;2;1;40.0;1;2;2;30.23529411764706
18;433.0;68.0;60.0;63.0;58.0;18;38.93333333333333;0;15;15;0;7;7;0;2;4;5;34.0;1;42.0;1;2;39.0;1;3;42.0;1;1;44.0;1;2;33.0;1;1;42.0;1;2;3;43.29411764705883
9;428.0;86.0;51.0;68.0;50.0;9;14.30769230769231;0;13;1;12;6;1;5;1;4;9;9.0;1;15.0;1;2;14.0;1;3;30.0;1;1;21.0;1;2;6.0;1;1;0.0;0;2;0;0.0
15;396.0;64.0;59.0;58.0;68.0;8;33.0;0;15;15;0;7;7;0;2;4;9;30.0;1;37.0;1;2;30.0;1;3;39.0;1;1;41.0;1;2;30.0;1;1;30.0;1;2;1;29.3125
14;429.0;51.11;48.9;64.49;45.31;8;27.17948717948718;4;13;5;8;6;3;3;1;4;9;22.33333333333333;3;30.0;2;2;20.33333333333333;3;3;39.0;1;1;39.0;1;2;26.0;2;1;0.0;0;2;1;25.66666666666667
18;350.63;47.84;49.63;51.88;66.03;18;30.66666666666667;3;13;5;8;6;3;3;1;4;9;23.66666666666667;3;35.0;1;2;29.0;2;3;40.0;1;1;39.0;1;2;29.0;2;1;0.0;0;2;2;30.5
9;427.0;63.0;45.0;68.0;66.0;17;31.28888888888889;3;15;7;8;7;4;3;1;4;2;24.33333333333333;3;30.0;1;2;22.33333333333333;3;3;38.0;1;1;47.0;1;2;25.0;2;1;44.0;1;2;2;31.70588235294118
18;447.0;75.0;60.0;63.0;61.0;5;30.46153846153846;2;13;8;5;6;4;2;2;4;9;26.33333333333333;3;30.0;1;2;32.0;1;3;38.0;1;1;38.0;1;2;20.66666666666667;3;1;0.0;0;2;1;25.63333333333333
10;431.0;75.0;56.0;68.0;58.0;10;34.6;2;15;12;3;7;6;1;2;4;2;30.0;1;32.5;2;2;27.0;2;3;45.0;1;1;40.0;1;2;40.0;1;1;44.0;1;2;2;33.8235294117647
10;430.0;59.0;56.0;76.0;58.0;1;39.0;5;15;15;0;7;7;0;2;4;2;38.0;2;36.0;1;2;33.0;2;3;43.0;2;1;36.0;2;2;47.0;2;1;50.0;1;2;2;34.1764705882353
11;461.0;76.0;63.0;63.0;55.0;11;30.0;2;13;6;7;6;4;2;2;4;9;21.0;2;47.0;1;2;24.33333333333333;3;3;36.0;1;1;32.0;1;2;39.0;1;1;0.0;0;2;1;21.61538461538462
1;464.0;63.0;65.0;69.0;52.0;1;46.15384615384615;0;13;13;0;6;6;0;2;4;9;50.0;1;47.0;1;2;39.0;1;3;42.0;1;1;50.0;1;2;47.0;1;1;0.0;0;2;0;0.0
7;442.0;69.0;68.0;63.0;56.0;19;32.56410256410256;2;13;6;7;6;4;2;2;4;9;27.33333333333333;3;47.0;1;2;24.0;3;3;38.0;1;1;34.0;1;2;42.0;1;1;0.0;0;2;1;29.07692307692308
12;436.0;69.0;69.0;55.0;60.0;10;32.93333333333333;3;15;8;7;7;5;2;2;4;2;24.0;3;47.0;1;2;24.0;2;3;38.0;1;1;31.0;2;2;38.0;1;1;47.0;1;2;2;32.05882352941177
4;441.0;75.0;60.0;63.0;50.0;4;30.46153846153846;2;13;6;7;6;4;2;2;4;9;17.0;3;47.0;1;2;24.0;2;3;37.0;1;1;43.0;1;2;39.0;1;1;0.0;0;2;0;0.0
8;427.0;69.0;69.0;55.0;60.0;8;28.35897435897436;2;13;6;7;6;4;2;1;4;9;15.66666666666667;3;47.0;1;2;13.0;3;3;39.0;1;1;47.0;1;2;40.0;1;1;0.0;0;2;1;22.0
11;445.0;75.0;56.0;63.0;74.0;4;40.66666666666666;0;15;15;0;7;7;0;2;4;9;40.0;1;47.0;1;2;32.0;1;3;40.0;1;1;40.0;1;2;44.0;1;1;48.0;1;2;2;37.13333333333333
10;432.0;76.0;59.0;59.0;53.0;10;31.65384615384615;1;13;10;3;6;5;1;2;4;9;36.0;1;47.0;1;2;10.5;2;3;37.0;1;1;37.0;1;2;31.0;1;1;0.0;0;2;1;2.5
8;443.0;64.0;63.0;63.0;63.0;7;14.92307692307692;4;13;3;10;6;2;4;1;4;9;3.0;2;16.5;2;2;11.0;2;3;16.0;2;1;32.0;1;2;36.0;1;1;0.0;0;2;0;0.0
13;440.0;68.0;65.0;76.0;53.0;10;37.66666666666666;1;15;15;0;7;7;0;2;4;2;37.0;1;31.0;1;2;30.33333333333333;3;3;41.0;1;1;47.0;1;2;43.0;1;1;43.0;1;2;2;36.05882352941177
15;429.0;69.0;69.0;73.0;43.0;4;32.61538461538461;2;13;10;3;6;5;1;2;4;9;31.5;2;41.0;1;2;27.0;3;3;35.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;29.43333333333333
6;450.0;68.0;60.0;58.0;55.0;6;23.96153846153846;2;13;6;7;6;4;2;1;4;9;12.0;2;35.0;1;2;18.5;2;3;35.0;1;1;33.0;1;2;37.0;1;1;0.0;0;2;1;24.0
9;443.0;60.0;59.0;68.0;50.0;10;25.76923076923077;3;13;5;8;6;3;3;1;4;9;25.66666666666667;3;32.0;1;2;17.66666666666667;3;3;19.33333333333333;3;1;30.0;1;2;36.0;1;1;0.0;0;2;1;16.25
4;410.0;64.0;69.0;58.0;58.0;4;31.55555555555555;2;15;8;7;7;5;2;2;4;2;28.33333333333333;3;37.0;1;2;26.0;2;3;39.0;1;1;32.0;1;2;39.0;1;1;33.0;1;2;2;36.8235294117647
19;424.0;69.0;63.0;58.0;39.0;19;31.28888888888889;3;15;8;7;7;5;2;2;4;9;26.33333333333333;3;32.5;2;2;22.66666666666667;3;3;40.0;1;1;35.0;1;2;35.0;1;1;43.0;1;2;1;29.23333333333333
5;421.0;63.0;60.0;51.0;45.0;5;13.94871794871795;4;13;2;11;6;2;4;1;4;9;10.0;3;13.5;2;2;8.333333333333334;3;3;36.0;1;1;7.666666666666667;3;2;38.0;1;1;0.0;0;2;0;0.0
19;398.0;86.0;55.0;45.0;41.0;19;29.26666666666667;2;15;8;7;7;5;2;1;4;9;19.5;2;32.0;1;2;20.0;2;3;38.0;1;1;38.0;1;2;37.0;1;1;43.0;1;2;2;31.0
1;403.0;86.0;59.0;55.0;43.0;10;16.69230769230769;0;13;0;13;6;0;6;1;4;9;9.0;1;23.0;1;2;17.0;1;3;24.0;1;1;23.0;1;2;14.0;1;1;0.0;0;2;0;0.0
5;442.0;64.0;59.0;63.0;71.0;5;27.70512820512821;3;13;5;8;6;3;3;1;4;9;24.0;2;30.0;1;2;26.5;2;3;36.0;1;1;31.0;1;2;26.66666666666667;3;1;0.0;0;2;2;35.06666666666667
13;425.0;75.0;60.0;68.0;71.0;13;32.2;2;15;14;1;7;6;1;2;4;4;30.0;2;34.0;1;2;34.0;1;3;36.0;1;1;32.0;1;2;21.0;2;1;36.0;1;2;2;33.37777777777778
12;408.0;68.0;65.0;55.0;53.0;12;33.43333333333333;2;15;11;4;7;6;1;2;4;12;28.0;3;35.0;1;2;30.5;2;3;39.0;1;1;37.0;1;2;35.0;1;1;40.0;1;2;2;33.88235294117647
7;431.0;69.0;55.0;51.0;60.0;7;37.66666666666666;1;15;15;0;7;7;0;2;4;9;33.5;2;42.0;1;2;34.0;1;3;40.0;1;1;40.0;1;2;33.0;1;1;46.0;1;2;2;32.52941176470588
11;416.0;76.0;59.0;55.0;68.0;11;30.61538461538462;1;13;9;4;6;5;1;2;4;9;27.5;2;31.0;1;2;30.0;1;3;33.0;1;1;36.0;1;2;31.0;1;1;0.0;0;2;1;22.86666666666667
11;419.0;69.0;63.0;55.0;52.0;1;30.06666666666667;2;15;8;7;7;5;2;2;4;1;24.0;3;33.0;1;2;22.66666666666667;3;3;32.0;1;1;37.0;1;2;31.0;1;1;42.0;1;2;2;32.0
14;413.0;68.0;65.0;59.0;50.0;8;38.66666666666666;0;15;15;0;7;7;0;2;4;5;38.0;1;39.0;1;2;37.0;1;3;38.0;1;1;40.0;1;2;33.0;1;1;44.0;1;2;2;35.8235294117647
10;427.19;77.8;53.11;57.16;56.48;10;30.78888888888889;3;15;8;7;7;4;3;1;4;9;24.33333333333333;3;27.5;2;2;30.0;1;3;40.0;1;1;38.0;1;2;25.5;2;1;39.0;1;2;1;23.68888888888889
16;408.0;85.0;56.0;51.0;41.0;16;31.32222222222222;3;15;10;5;7;5;2;2;4;5;23.0;2;31.0;1;2;30.5;2;3;36.0;1;1;33.0;1;2;24.33333333333333;3;1;49.0;1;2;2;30.47058823529412
8;407.0;76.0;59.0;55.0;53.0;8;26.28205128205128;4;13;3;10;6;2;4;1;4;9;20.33333333333333;3;29.0;2;2;27.0;2;3;34.0;1;1;33.0;1;2;21.33333333333333;3;1;0.0;0;2;1;27.2
10;402.0;75.0;60.0;48.0;68.0;10;34.33333333333334;0;15;15;0;7;7;0;2;4;2;31.0;1;39.0;1;2;34.0;1;3;39.0;1;1;35.0;1;2;32.0;1;1;35.0;1;2;2;35.26470588235294
6;429.0;64.0;59.0;63.0;43.0;18;37.2;0;15;15;0;7;7;0;2;4;5;34.0;1;36.0;1;2;36.0;1;3;40.0;1;1;40.0;1;2;30.0;1;1;46.0;1;2;2;37.94117647058823
16;415.0;69.0;59.0;55.0;55.0;10;33.55555555555556;2;15;10;5;7;5;2;2;4;2;26.33333333333333;3;37.0;1;2;33.0;1;3;35.0;1;1;35.0;1;2;22.0;2;1;49.0;1;2;2;31.67647058823529
11;413.0;75.0;60.0;63.0;55.0;11;30.8;3;15;8;7;7;5;2;2;4;9;24.0;2;30.0;1;2;29.5;2;3;36.0;1;1;37.0;1;2;33.5;2;1;37.0;1;2;1;26.0
2;431.0;75.0;49.0;63.0;49.0;10;20.8;3;15;5;10;7;3;4;1;4;9;11.5;2;34.0;1;2;14.5;2;3;38.0;1;1;33.0;1;2;12.5;2;1;19.0;1;2;1;1.5
19;405.0;69.0;68.0;59.0;50.0;19;8.999999999999998;6;13;0;13;6;0;6;1;4;9;6.0;3;8.5;2;2;10.66666666666667;3;3;8.0;2;1;16.33333333333333;3;2;3.333333333333333;3;1;0.0;0;2;0;0.0
14;410.0;69.0;63.0;68.0;52.0;14;21.07692307692308;0;13;5;8;6;3;3;1;4;9;8.0;1;30.0;1;2;25.0;1;3;35.0;1;1;31.0;1;2;10.0;1;1;0.0;0;2;0;0.0
1;413.0;75.0;56.0;63.0;83.0;1;34.36666666666667;2;15;10;5;7;5;2;2;4;2;29.5;2;34.0;1;2;35.0;1;3;33.0;1;1;37.0;1;2;25.5;2;1;46.0;1;2;2;33.58888888888889
7;402.0;64.0;69.0;58.0;45.0;20;25.21794871794872;3;13;5;8;6;3;3;1;4;9;18.33333333333333;3;32.0;1;2;24.5;2;3;38.0;1;1;32.0;1;2;15.0;3;1;0.0;0;2;1;15.75
19;412.0;75.0;56.0;48.0;45.0;8;27.23076923076923;4;13;3;10;6;2;4;1;4;9;24.5;2;32.0;1;2;28.0;2;3;34.0;1;1;25.0;2;2;24.0;2;1;0.0;0;2;0;0.0
8;454.0;59.0;52.0;59.0;49.0;8;37.26666666666667;1;15;11;4;7;6;1;2;4;5;29.0;2;37.0;1;2;35.0;1;3;40.0;1;1;50.0;1;2;34.0;1;1;45.0;1;2;2;33.3235294117647
9;426.0;69.0;55.0;51.0;49.0;9;37.6;0;15;15;0;7;7;0;2;4;5;34.0;1;30.0;1;2;39.0;1;3;33.0;1;1;50.0;1;2;30.0;1;1;44.0;1;2;2;37.38235294117647
8;415.0;63.0;65.0;55.0;58.0;8;26.76666666666667;4;15;5;10;7;3;4;1;4;9;22.66666666666667;3;26.66666666666667;3;2;23.0;2;3;36.0;1;1;33.0;1;2;20.5;2;1;33.0;1;2;2;31.16666666666667
19;418.0;60.0;63.0;51.0;47.0;19;14.5;5;13;1;12;6;1;5;1;4;9;2.5;2;13.5;2;2;19.5;2;3;36.0;1;1;20.5;2;2;16.0;2;1;0.0;0;2;1;2.0
