CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_CINCO;RENDIMIENTO_CINCO
59.86;74.73;18;57.69;57.48;477.11;69.87;39.888888888888886;35.0;35.0;40.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;1;43.0;0;1;47.0;1;41.31578947368421;44.0;47.0;39.0;37.0;35.0;1;47;1;8;1;19.0;1;32.0;8;38.0;42.0;42.0;41.0;44.0;50;1;1;18.0;7;40.0;7;41.421052631578945;3.0
62.56;62.69;20;53.46;53.91;441.96;60.51;35.25;30.0;40.0;40.0;9;1;40.0;30.0;40.0;1;9;18.0;18.0;1;35.0;0;1;34.5;1;35.89473684210526;30.0;35.0;37.0;25.0;43.0;1;38;1;7;1;16.0;2;31.0;8;31.0;38.0;31.0;30.0;42.0;45;1;1;18.0;6;35.0;7;34.55263157894737;2.0
54.74;42.76;16;57.69;50.26;441.49;67.47;33.94444444444444;23.0;35.0;40.0;8;1;30.0;30.0;45.0;1;9;18.0;14.0;1;44.0;1;3;41.0;1;31.94117647;38.0;41.0;30.0;25.0;39.0;1;44;1;5;1;11.0;3;19.0;7;41.0;30.0;27.0;30.0;0.0;0;1;0;18.0;5;0.0;7;31.2;2.0
60.49;71.53;14;45.64;55.7;434.3;64.21;34.09259259333333;29.66666667;35.0;35.0;8;1;40.0;30.0;30.0;1;9;18.0;14.0;1;41.0;1;3;38.0;1;34.28947368421053;38.0;23.5;33.0;24.66666667;42.0;1;45;2;6;1;13.0;3;24.66666667;8;42.0;31.5;44.0;22.66666667;50.0;50;2;1;18.0;4;32.0;7;36.421052631578945;2.0
51.6;58.06;16;61.16;59.89;455.28;52.45;34.0;24.0;35.0;40.0;8;1;35.0;30.0;40.0;1;9;18.0;14.0;1;41.0;1;3;44.0;1;34.05263157894737;35.0;32.5;31.0;30.0;38.0;1;44;2;6;1;13.0;1;28.33333333;8;41.0;35.0;31.0;23.0;38.0;50;1;1;18.0;6;40.0;7;39.0;2.0
63.87;49.65;5;60.01;55.57;439.47;51.08;37.0;30.0;35.0;45.0;9;1;35.0;40.0;35.0;1;9;18.0;18.0;1;40.0;0;2;41.0;1;35.21052631578947;42.0;29.5;30.0;32.0;42.0;2;42;2;8;1;19.0;2;34.0;8;31.0;40.0;48.0;35.0;41.0;45;1;1;18.0;6;32.0;7;36.578947368421055;2.0
69.93;43.4;7;64.49;58.12;448.53;53.89;33.666666666666664;27.5;40.0;45.0;8;2;30.0;30.0;35.0;1;9;18.0;14.0;1;37.0;1;2;32.0;1;30.473684210526315;41.0;35.0;42.0;30.0;44.0;1;40;1;4;1;7.0;1;20.0;8;30.5;32.0;30.0;24.0;47.0;50;1;1;18.0;6;34.0;7;35.89473684263158;2.0
54.77;57.27;10;49.56;53.91;443.96;64.83;35.666666666666664;30.0;35.0;45.0;7;0;40.0;30.0;30.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;30.687500000625;35.0;32.0;38.0;23.0;0.0;1;0;1;4;1;10.0;1;30.0;6;38.0;0.0;38.0;18.0;0.0;0;0;0;14.0;4;28.0;5;34.0;2.0
64.24;53.32;10;53.07;54.59;452.63;54.6;36.05555555555556;27.5;40.0;35.0;8;1;45.0;35.0;40.0;1;9;18.0;14.0;1;40.0;1;2;44.0;1;35.39473684210526;40.0;41.0;45.0;37.0;36.0;1;45;1;7;1;16.0;1;30.0;8;41.0;35.0;33.0;38.0;44.0;50;1;1;18.0;7;38.0;7;35.31578947368421;2.0
59.86;53.32;15;39.49;50.26;430.03;58.49;36.111111111111114;30.0;45.0;40.0;9;0;45.0;30.0;30.0;1;9;18.0;18.0;1;38.0;0;1;34.0;1;32.333333333333336;39.0;31.0;30.0;21.5;38.0;2;0;1;6;1;15.0;2;26.0;6;39.0;30.0;44.0;22.75;0.0;0;1;0;16.0;4;29.0;6;30.764705882352942;2.0
74.38;49.22;11;53.46;53.91;464.96;60.51;38.94444444444444;35.0;30.0;45.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;38.0;0;1;45.0;1;35.473684210526315;42.0;40.0;36.0;34.0;46.0;1;43;1;8;1;19.0;1;32.0;8;37.0;36.0;44.0;34.0;40.0;50;1;1;18.0;7;39.0;7;37.3421052631579;2.0
58.94;48.4;8;61.16;50.85;446.44;52.54;36.55555555555556;32.5;35.0;40.0;9;1;45.0;30.0;35.0;1;9;18.0;18.0;1;38.0;0;2;37.0;1;29.142857142142855;41.0;31.0;31.0;0.0;0.0;1;0;1;3;1;8.0;0;0.0;5;34.0;35.0;46.0;26.0;0.0;0;1;0;8.0;3;0.0;3;36.4;2.0
50.97;53.56;20;65.51;57.31;456.41;61.16;39.44444444444444;35.0;35.0;50.0;9;0;40.0;40.0;35.0;1;9;18.0;18.0;1;37.0;0;1;31.0;1;36.05263157894737;41.0;42.0;35.0;35.0;43.0;1;41;1;7;1;16.0;1;34.0;8;41.0;30.0;43.0;34.0;24.0;49;1;2;18.0;7;30.5;7;30.42105263157895;2.0
62.48;47.79;6;47.86;50.26;416.6;52.61;35.55555555555556;27.5;35.0;30.0;8;1;45.0;30.0;40.0;1;9;18.0;14.0;1;47.0;1;2;46.0;1;32.3421052631579;42.0;47.0;32.0;31.0;42.0;1;48;1;6;1;13.0;1;43.0;8;36.0;36.0;50.0;41.0;43.0;50;1;1;18.0;7;35.0;7;37.28947368421053;2.0
68.11;52.09;10;59.74;62.07;461.89;62.61;40.44444444444444;35.0;35.0;50.0;9;0;40.0;40.0;35.0;1;9;18.0;18.0;1;39.0;0;1;45.0;1;39.0;42.0;43.0;40.0;38.0;45.0;1;40;1;8;1;19.0;1;31.0;8;36.0;39.0;43.0;34.0;43.0;40;1;1;18.0;7;33.0;7;37.26315789473684;2.0
61.53;72.32;4;42.7;56.4;411.79;50.37;35.79629629611111;25.0;22.33333333;45.0;7;2;45.0;35.0;30.0;1;9;18.0;13.0;3;42.0;2;2;33.0;1;34.421052631578945;40.0;38.0;14.66666667;30.0;40.0;3;44;1;7;1;16.0;1;25.66666667;8;42.0;20.5;31.0;30.0;33.0;50;2;1;18.0;5;33.0;7;35.94736842105263;2.0
62.48;52.09;20;49.79;48.57;437.24;62.84;36.111111111111114;30.0;40.0;35.0;9;1;45.0;30.0;39.0;1;9;18.0;18.0;1;41.0;0;2;44.0;1;36.1578947368421;43.0;41.0;35.0;30.0;44.0;1;44;1;7;1;16.0;1;35.0;8;35.0;30.0;47.0;31.5;41.0;50;1;1;18.0;7;34.0;7;40.31578947368421;3.0
64.16;50.86;11;52.77;56.08;445.19;52.45;38.111111111111114;30.0;40.0;40.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;45.0;0;1;46.0;1;32.36842105263158;42.0;47.0;40.0;28.0;42.0;1;46;1;7;1;16.0;2;43.0;8;35.0;38.0;49.0;36.0;41.0;50;1;1;18.0;6;37.0;7;37.18421052631579;2.0
62.84;51.56;8;68.0;52.46;493.94;53.3;38.583333333333336;40.0;27.5;45.0;7;2;40.0;45.0;30.0;1;9;18.0;16.0;2;32.0;2;1;23.0;1;39.21052631578947;39.0;36.0;32.0;30.0;38.0;1;44;1;8;1;19.0;1;33.0;8;36.0;31.0;45.0;24.0;40.0;50;1;1;18.0;7;38.0;7;39.421052631578945;2.0
56.59;53.32;5;62.35;57.92;444.73;58.52;35.71296296222223;27.33333333;30.0;50.0;7;2;45.0;30.0;22.5;1;9;18.0;13.0;1;38.0;2;3;35.0;1;32.55263157894737;36.0;39.0;36.0;32.5;37.0;1;39;1;7;1;17.0;2;25.0;8;39.0;43.0;35.0;17.5;35.0;50;1;1;18.0;6;38.0;7;29.57894736842105;1.0
65.25;43.74;20;50.05;52.46;444.22;59.11;32.96296296222223;24.33333333;45.0;35.0;7;1;45.0;30.0;30.0;1;9;18.0;12.0;1;23.0;2;3;45.0;1;31.142857142142855;30.0;14.0;25.33333333;13.0;37.0;3;34;2;2;1;5.0;1;16.0;5;31.0;0.0;0.0;0.0;0.0;0;0;0;18.0;3;0.0;7;39.0;2.0
49.14;56.48;8;50.78;50.85;412.81;56.7;34.72222222222222;28.0;40.0;35.0;7;2;50.0;29.0;30.0;2;9;18.0;11.0;1;38.0;2;3;35.0;1;29.421052631052632;32.0;35.0;33.0;21.33333333;35.0;1;39;1;4;1;7.0;3;35.0;8;42.0;31.0;35.0;31.0;40.0;30;1;1;18.0;6;33.0;7;33.48684210526316;2.0
59.93;52.09;10;53.46;50.44;433.35;52.61;32.611111111111114;25.0;40.0;30.0;8;1;40.0;30.0;30.0;1;9;18.0;14.0;1;38.0;1;3;36.0;1;33.94736842157895;37.0;33.0;18.5;30.0;36.0;2;40;1;6;1;13.0;2;30.0;8;33.0;30.0;32.0;32.0;40.0;50;1;1;18.0;6;35.0;7;34.1578947368421;2.0
59.86;49.22;7;49.79;51.98;433.75;50.62;36.02777777777778;30.0;27.5;40.0;8;1;45.0;35.0;30.0;1;9;18.0;17.0;2;38.0;1;1;40.0;1;34.26315789473684;41.0;39.0;42.0;24.66666667;34.0;1;42;1;7;1;16.0;3;32.0;8;38.0;38.0;34.5;30.0;38.0;50;1;1;18.0;6;28.0;7;36.60526315789474;2.0
42.69;41.7;6;50.05;49.26;383.05;40.63;34.333333333333336;35.0;35.0;30.0;7;1;40.0;30.0;40.0;2;7;15.0;15.0;1;0.0;0;1;0.0;0;35.0;40.0;45.0;37.0;32.0;32.0;1;0;1;6;1;16.0;1;0.0;6;37.0;43.0;30.0;32.0;0.0;0;1;0;13.0;5;37.0;5;30.0;1.0
41.01;40.45;7;37.89;49.37;357.4;46.1;30.620370371111107;21.66666667;35.0;30.0;7;2;35.0;27.5;35.0;2;9;18.0;11.0;1;40.0;2;3;37.0;1;35.6578947368421;38.0;34.0;35.0;23.0;40.0;1;45;1;7;1;16.0;2;43.0;8;41.0;35.0;29.5;25.5;43.0;47;1;1;18.0;6;30.0;7;36.71052631578947;2.0
67.01;83.41;10;48.79;62.0;440.38;52.45;34.166666666666664;32.5;30.0;35.0;9;1;35.0;30.0;35.0;1;9;18.0;18.0;1;37.0;0;2;46.0;1;33.3421052631579;39.0;28.0;29.0;34.0;48.0;2;41;2;6;1;13.0;1;37.0;8;31.0;30.5;30.0;30.0;43.0;40;2;1;18.0;5;41.0;7;38.421052631578945;2.0
58.94;45.94;8;46.76;45.59;422.1;54.6;34.388888888888886;30.0;35.0;35.0;9;1;35.0;30.0;35.0;1;9;18.0;18.0;1;41.0;0;1;47.0;1;32.23684210526316;38.0;35.0;38.0;21.5;44.0;1;44;1;5;1;10.0;2;24.5;8;31.0;37.0;26.0;29.5;43.0;50;1;1;18.0;5;42.0;7;39.5;2.0
62.82;49.65;15;53.95;54.01;455.05;57.32;40.833333333333336;35.0;35.0;50.0;9;0;45.0;40.0;35.0;1;9;18.0;18.0;1;39.0;0;1;42.0;1;35.421052631578945;40.0;40.0;35.0;34.0;40.0;1;41;1;7;1;16.0;1;26.0;8;38.0;30.0;49.0;27.66666667;27.0;50;1;2;18.0;6;33.0;7;35.05263157894737;2.0
67.01;62.69;8;46.76;57.93;438.12;50.47;35.0;27.5;35.0;40.0;8;2;40.0;30.0;35.0;2;9;18.0;14.0;1;40.0;1;2;40.0;1;37.44736842105263;41.0;38.0;34.0;37.0;43.0;1;40;1;7;1;16.0;1;35.0;8;42.0;32.0;32.0;32.5;44.0;50;1;1;18.0;7;37.0;7;32.89473684210526;2.0
68.11;61.22;6;51.5;53.91;451.71;60.51;32.64705882352941;30.0;35.0;40.0;7;0;30.0;40.0;35.0;1;8;17.0;15.0;1;15.0;1;1;0.0;1;15.0;0.0;0.0;0.0;0.0;0.0;0;15;0;0;0;0.0;0;0.0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;2.0;0;0.0;1;15.0;1.0
53.42;55.64;3;55.53;57.31;444.29;57.14;37.48148148166667;35.0;20.66666667;40.0;8;1;40.0;35.0;35.0;1;9;18.0;17.0;3;39.0;1;1;46.0;1;34.25;41.0;45.0;15.66666667;34.0;10.0;3;39;1;5;1;13.0;1;39.0;6;41.0;37.0;31.0;30.0;43.0;0;1;1;18.0;5;0.0;7;35.15384615384615;2.0
67.13;53.32;15;59.3;54.59;436.79;54.54;33.02777777777778;35.0;35.0;35.0;8;2;30.0;30.0;35.0;1;9;18.0;17.0;1;31.0;1;2;45.0;1;36.39473684210526;42.0;32.0;24.33333333;32.0;43.0;3;40;1;7;1;16.0;1;30.0;8;34.0;32.0;30.0;30.0;44.0;45;1;1;18.0;6;39.0;7;37.10526315789474;2.0
73.76;62.69;11;57.16;51.1;446.27;56.7;36.05555555555556;30.0;35.0;35.0;9;1;40.0;35.0;35.0;1;9;18.0;18.0;1;44.0;0;1;46.0;1;37.21052631578947;42.0;39.0;32.5;41.0;44.0;2;44;1;7;1;16.0;1;32.0;8;44.0;42.0;39.0;36.0;50.0;50;1;1;18.0;7;43.0;7;38.94736842105263;2.0
46.62;45.94;20;52.77;49.12;366.3;36.27;33.8235294117647;30.0;30.0;40.0;8;0;30.0;30.0;35.0;1;8;17.0;17.0;1;40.0;0;1;0.0;1;31.764705882352942;37.0;34.5;39.0;29.5;0.0;1;0;2;6;1;14.0;2;16.66666667;7;42.0;31.0;36.0;25.66666667;0.0;0;1;0;14.0;3;23.0;5;25.0;1.0
61.53;53.32;19;59.3;60.27;447.33;56.7;41.388888888888886;40.0;40.0;40.0;9;0;45.0;45.0;35.0;1;9;18.0;18.0;1;39.0;0;1;47.0;1;40.36842105263158;43.0;50.0;49.0;41.0;44.0;1;43;1;8;1;19.0;1;45.0;8;37.0;38.0;50.0;40.0;44.0;50;1;1;18.0;7;40.0;7;41.10526315789474;3.0
61.49;58.06;1;54.77;49.12;426.44;61.03;36.833333333333336;30.0;40.0;35.0;9;0;40.0;35.0;35.0;1;9;18.0;18.0;1;46.0;0;1;46.0;1;36.473684210526315;39.0;45.0;38.0;31.0;34.0;1;47;1;8;1;19.0;1;41.0;8;37.0;41.0;34.0;36.0;42.0;50;1;1;18.0;7;41.0;7;39.63157894736842;2.0
53.45;67.36;9;55.18;58.12;442.81;56.52;35.861111111111114;30.0;35.0;40.0;8;1;40.0;27.5;40.0;2;9;18.0;15.0;1;39.0;1;1;50.0;1;33.68421052631579;41.0;38.0;32.0;29.0;37.0;1;40;1;8;1;19.0;2;37.0;8;42.0;40.0;49.0;37.0;42.0;50;1;1;18.0;6;30.0;7;36.13157894736842;2.0
62.56;38.78;7;51.5;52.15;424.54;44.42;32.72222222222222;30.0;35.0;35.0;8;1;35.0;30.0;35.0;1;9;18.0;17.0;1;37.0;1;1;25.0;1;34.587719297894736;41.0;35.0;30.0;31.0;0.0;3;44;2;7;1;16.0;1;13.66666667;8;31.0;34.0;36.0;32.0;43.0;50;1;1;16.0;5;36.0;6;32.05263157894737;2.0
58.94;50.86;3;52.77;57.93;435.87;52.45;34.55555555555556;27.5;35.0;35.0;8;1;35.0;40.0;35.0;1;9;18.0;14.0;1;38.0;1;2;36.0;1;33.05263157894737;41.0;42.0;25.5;30.0;41.0;2;38;1;8;1;19.0;1;31.0;8;33.0;32.0;49.0;34.0;41.0;50;1;1;18.0;6;35.0;7;36.05263157894737;2.0
58.94;65.1;11;50.78;56.08;446.76;56.64;29.91176470588235;24.0;35.0;30.0;6;2;35.0;22.5;30.0;2;8;17.0;10.0;1;40.0;2;3;0.0;1;36.533333332666665;34.0;22.0;39.0;0.0;0.0;1;0;1;5;1;12.0;0;27.5;6;40.0;40.0;0.0;23.0;0.0;0;1;0;11.0;2;0.0;4;30.0;1.0
55.73;48.92;9;49.8;53.94;420.63;66.67;30.944444443888887;28.0;35.0;30.0;7;2;35.0;23.33333333;35.0;3;9;18.0;11.0;1;33.0;2;3;39.0;1;34.421052631578945;35.0;19.0;30.0;29.5;44.0;1;39;2;6;1;13.0;2;32.0;8;35.0;22.0;21.5;33.0;39.0;50;2;1;18.0;5;33.0;7;35.05263157842105;2.0
64.16;47.17;16;56.82;52.57;451.46;56.7;37.22222222222222;30.0;40.0;45.0;9;1;40.0;35.0;35.0;1;9;18.0;18.0;1;40.0;0;2;35.0;1;35.63157894736842;40.0;42.0;25.0;31.0;42.0;2;41;1;8;1;19.0;1;31.0;8;34.0;35.0;49.0;32.0;46.0;50;1;1;18.0;6;36.0;7;35.526315789473685;2.0
79.26;58.01;22;83.7;78.83;489.85;62.21;37.666666666666664;30.0;35.0;40.0;9;0;40.0;35.0;40.0;1;9;18.0;18.0;1;45.0;0;1;43.0;1;40.36842105263158;39.0;34.0;32.5;26.0;41.0;2;45;1;8;1;19.0;2;31.0;8;41.0;37.0;43.0;31.0;42.0;47;1;1;18.0;6;34.0;7;39.26315789473684;2.0
74.62;81.98;8;72.69;59.52;444.51;67.8;42.44444444444444;40.0;45.0;50.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;1;37.0;0;1;35.0;1;35.05263157894737;38.0;30.0;29.5;27.5;41.0;2;38;1;8;1;19.0;2;31.0;8;39.0;40.0;30.0;28.0;37.0;50;1;1;18.0;5;31.0;7;35.86842105263158;2.0
60.51;68.41;11;72.69;72.45;477.8;73.83;35.833333333333336;30.0;35.0;35.0;9;0;35.0;35.0;40.0;1;9;18.0;18.0;1;40.0;0;1;50.0;1;38.73684210526316;42.0;42.0;30.0;32.0;45.0;1;42;1;8;1;19.0;1;31.0;8;39.0;44.0;38.0;33.0;44.0;40;1;1;18.0;7;34.0;7;38.473684210526315;2.0
60.91;62.94;15;55.09;78.39;477.56;56.55;42.27777777777778;35.0;45.0;40.0;9;0;50.0;45.0;50.0;1;9;18.0;18.0;1;43.0;0;1;45.0;1;43.0;43.0;38.0;42.0;41.0;42.0;1;45;1;8;1;19.0;1;42.0;8;41.0;44.0;40.0;34.0;39.0;50;1;1;18.0;7;40.0;7;43.421052631578945;3.0
63.5;62.94;10;72.69;66.99;469.47;70.87;29.240740740000003;19.33333333;29.0;30.0;5;4;25.0;25.0;35.0;2;9;18.0;8.0;2;43.0;4;3;44.0;1;25.545454545454547;13.0;0.0;0.0;0.0;0.0;0;50;0;2;3;5.0;0;0.0;4;34.0;0.0;0.0;18.0;0.0;0;0;0;4.0;1;0.0;2;26.5;1.0
89.86;67.6;20;65.0;63.27;468.1;66.94;38.90625;35.0;35.0;40.0;7;1;41.0;45.0;25.5;1;8;16.0;15.0;1;0.0;1;1;45.0;0;38.78947368421053;31.0;16.0;0.0;34.0;46.0;0;0;2;8;2;19.0;1;26.0;8;41.0;37.0;32.0;30.0;39.0;45;1;1;13.0;3;32.0;5;33.6764705882353;2.0
72.05;77.13;3;83.7;82.67;486.29;70.87;36.44444444444444;35.0;40.0;40.0;8;0;45.0;40.0;40.0;1;9;18.0;16.0;1;13.0;1;1;40.0;1;36.78947368421053;44.0;17.5;39.0;30.0;39.0;1;30;2;8;1;19.0;1;33.0;8;33.0;38.0;32.0;32.0;38.0;30;1;1;18.0;6;40.0;7;29.078947367894738;1.0
69.01;48.86;10;63.2;69.14;441.21;53.63;39.611111111111114;32.5;40.0;40.0;9;1;45.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;2;50.0;1;37.78947368421053;36.0;38.0;31.0;40.0;47.0;2;40;1;8;1;19.0;1;38.0;8;41.0;40.0;39.0;32.0;43.0;50;1;1;18.0;7;34.0;7;37.31578947368421;2.0
72.05;79.4;10;61.28;75.48;470.74;73.98;39.111111111111114;30.0;45.0;35.0;9;0;45.0;40.0;50.0;1;9;18.0;18.0;1;42.0;0;1;45.0;1;39.73684210526316;40.0;40.0;31.0;30.0;49.0;1;43;1;8;1;19.0;1;35.0;8;36.0;43.0;36.0;32.0;46.0;50;1;1;18.0;7;33.0;7;36.421052631578945;2.0
78.36;81.98;11;71.9;82.24;490.98;56.41;39.5;30.0;35.0;45.0;9;0;45.0;45.0;45.0;1;9;18.0;18.0;1;38.0;0;1;35.0;1;39.60526315789474;39.0;38.0;30.0;30.0;45.0;1;38;1;8;1;19.0;1;30.0;8;41.0;38.0;41.0;31.0;42.0;50;1;1;18.0;7;33.0;7;37.21052631578947;2.0
74.62;77.13;10;78.77;71.97;491.4;73.83;32.388888888888886;29.5;35.0;35.0;7;1;40.0;30.0;35.0;1;9;18.0;12.0;1;20.0;2;2;40.0;1;31.28125;36.0;35.0;30.0;30.5;30.0;1;39;1;3;1;7.0;2;33.0;6;37.0;30.0;37.0;30.0;0.0;0;1;0;18.0;7;41.0;7;32.026315789473685;2.0
66.17;48.42;7;53.19;61.96;417.88;47.41;30.805555555555557;25.5;35.0;27.5;5;4;23.0;35.0;40.0;1;9;18.0;8.0;1;39.0;4;2;26.0;1;36.8421052631579;32.0;46.0;26.0;30.5;38.0;2;43;1;7;1;16.0;2;41.0;8;33.0;40.0;38.0;36.0;22.0;50;1;2;18.0;6;26.5;7;40.1578947368421;3.0
69.01;59.21;20;69.65;59.52;476.25;73.98;35.388888888888886;28.0;40.0;40.0;8;1;40.0;30.0;45.0;1;9;18.0;14.0;1;32.0;1;2;46.0;1;36.526315789473685;36.0;31.0;33.0;36.0;40.0;1;36;1;6;1;13.0;1;27.5;8;48.0;37.0;29.0;26.0;43.0;50;1;1;18.0;6;18.0;7;34.8421052631579;2.0
68.39;67.41;9;69.65;57.08;473.17;70.74;39.22222222222222;29.0;40.0;40.0;8;1;45.0;40.0;45.0;1;9;18.0;14.0;1;44.0;1;2;47.0;1;36.78947368421053;35.0;42.0;34.0;30.0;37.0;1;44;1;7;1;16.0;1;15.0;8;33.0;37.0;32.0;29.0;39.0;50;1;1;18.0;6;39.0;7;37.94736842105263;2.0
66.17;71.98;10;53.19;61.96;455.56;77.28;38.111111111111114;30.0;40.0;40.0;9;0;40.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;1;38.0;1;40.31578947368421;37.0;50.0;31.0;31.0;38.0;2;44;1;7;1;16.0;1;33.0;8;48.0;40.0;36.0;30.0;45.0;50;1;1;18.0;7;35.0;7;39.05263157894737;2.0
79.26;62.94;11;63.2;61.43;459.89;56.55;35.088235294117645;30.0;35.0;45.0;7;2;35.0;25.5;45.0;2;8;17.0;14.0;1;35.0;1;2;0.0;1;35.85294117647059;35.0;50.0;27.0;25.0;38.0;2;42;1;5;1;11.0;2;29.0;7;39.0;37.0;30.0;25.0;0.0;0;1;0;18.0;4;31.0;7;25.227272727272727;1.0
68.39;61.66;16;63.99;66.99;454.82;62.11;30.38888888888889;32.5;32.0;30.0;7;3;29.5;35.0;35.0;1;9;18.0;14.0;2;12.0;2;2;37.0;1;36.125;37.0;30.0;36.0;36.0;43.0;1;38;1;6;1;16.0;2;33.5;6;0.0;0.0;37.0;30.0;0.0;0;1;0;18.0;7;0.0;7;35.2;2.0
63.5;82.38;12;72.69;66.99;482.23;67.92;32.44444444444444;24.0;30.0;40.0;6;3;45.0;23.5;22.5;2;9;18.0;10.0;1;38.0;3;3;39.0;1;33.088235294117645;41.0;30.0;26.0;30.0;0.0;1;40;1;4;1;8.0;1;31.0;7;42.0;0.0;0.0;0.0;0.0;50;0;0;16.0;5;0.0;6;44.5;3.0
69.01;59.21;16;69.65;75.48;479.21;65.03;34.166666666666664;30.0;30.0;35.0;9;0;45.0;30.0;30.0;1;9;18.0;18.0;1;40.0;0;1;40.0;1;36.05263157894737;30.0;44.0;30.0;37.0;42.0;1;41;1;8;1;19.0;1;37.0;8;41.0;43.0;30.0;36.0;41.0;50;1;1;18.0;7;33.0;7;37.05263157894737;2.0
72.05;66.95;20;69.65;57.08;456.39;70.87;34.833333333333336;30.0;30.0;35.0;9;0;45.0;35.0;30.0;1;9;18.0;18.0;1;30.0;0;1;47.0;1;37.44736842105263;38.0;34.0;36.0;39.0;43.0;2;33;1;7;1;16.0;1;32.0;8;34.0;32.0;32.0;40.0;37.0;50;1;1;18.0;7;31.0;7;34.68421052631579;2.0
69.01;81.98;7;61.28;61.96;480.84;89.5;40.27777777777778;30.0;35.0;40.0;9;0;45.0;45.0;40.0;1;9;18.0;18.0;1;44.0;0;1;47.0;1;40.68421052631579;44.0;34.0;38.0;37.0;45.0;1;45;1;8;1;19.0;1;43.0;8;39.0;41.0;49.0;33.0;43.0;50;1;1;18.0;7;32.0;7;44.1578947368421;3.0
69.01;52.08;8;82.9;69.14;472.16;53.63;36.22222222222222;28.0;30.0;40.0;8;1;40.0;35.0;35.0;1;9;18.0;14.0;1;38.0;1;2;49.0;1;29.57894736842105;40.0;36.0;27.5;36.0;41.0;2;39;1;6;1;14.0;1;30.0;8;41.0;30.0;43.0;38.0;39.0;40;1;1;18.0;6;34.0;7;33.875;2.0
63.02;69.93;20;68.87;75.02;476.47;64.91;38.611111111111114;35.0;35.0;40.0;9;0;45.0;30.0;45.0;1;9;18.0;18.0;1;40.0;0;1;50.0;1;34.94736842105263;40.0;36.0;30.0;31.0;41.0;2;42;1;7;1;16.0;1;31.0;8;38.0;31.0;45.0;32.0;45.0;43;1;1;18.0;7;43.0;7;36.1578947368421;2.0
79.26;64.24;8;71.9;69.14;462.08;53.63;33.76470588235294;28.0;30.0;29.0;6;2;45.0;30.0;35.0;1;8;17.0;10.0;1;45.0;2;2;0.0;1;35.88235294117647;17.0;34.0;16.0;18.0;0.0;2;0;1;7;3;17.0;2;30.5;7;27.0;0.0;0.0;0.0;0.0;0;0;0;14.0;2;0.0;5;37.0;2.0
58.05;75.1;15;63.2;92.99;485.79;67.8;36.55555555555556;35.0;35.0;35.0;9;0;45.0;30.0;40.0;1;9;18.0;18.0;1;34.0;0;1;45.0;1;35.1578947368421;39.0;30.0;31.0;32.0;39.0;1;42;1;7;1;16.0;1;31.0;8;41.0;33.0;35.0;30.0;47.0;50;1;1;18.0;7;31.5;7;35.68421052631579;2.0
63.02;66.95;11;75.95;72.45;470.16;84.56;36.27777777777778;30.0;30.0;35.0;9;0;45.0;40.0;35.0;1;9;18.0;18.0;1;35.0;0;1;38.0;1;35.1578947368421;39.0;32.5;33.0;26.0;37.0;1;42;2;7;1;16.0;2;27.5;8;30.0;35.0;45.0;30.0;38.0;50;1;1;18.0;5;33.5;7;37.10526315789474;2.0
68.39;52.08;11;66.77;69.64;455.67;56.41;32.916666666666664;26.0;30.0;50.0;6;3;45.0;26.5;30.0;2;9;18.0;9.0;1;14.0;3;2;41.0;1;30.966666666;29.0;31.0;36.0;25.0;33.0;1;0;1;3;2;6.0;2;26.0;6;42.0;20.0;31.0;26.33333333;0.0;37;1;0;16.0;3;0.0;6;23.625;1.0
