CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;ANO_INGRESO;FILOSOFIA_ICFES;APT_VERB_ICFES;FISICA_ICFES;MUNICIPIO;GENERO;APT_MAT_ICFES;LOCALIDAD;DEPARTAMENTO;SOCIALES_ICFES;ESTRATO;CALENDARIO;TIPO_COLEGIO;DISTANCIA;INSCRIPCION;CORTE_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
65.93;43.48;20;45.4;59.1;398.66;50.47;2011;39.35;50.47;78.02;0;1;65.93;10;0;0;3;0;0;3;10;3;3.0;41.57142857142857
81.47;57.27;1;56.46;54.99;414.98;54.48;2011;46.38;54.48;60.45;0;0;81.47;10;0;0;2;0;0;5;10;3;2.0;36.785714285714285
95.93;49.65;8;58.09;47.22;398.79;61.76;2011;35.44;61.76;51.73;20;0;95.93;7;5;0;3;1;1;3;10;3;1.0;28.708333333333332
69.03;47.17;8;64.46;66.78;431.71;64.17;2011;54.22;64.17;60.87;0;0;69.03;18;0;0;1;0;0;5;10;3;2.0;34.214285714285715
70.78;66.95;11;61.52;57.27;428.19;60.38;2011;56.79;60.38;62.03;20;0;70.78;20;5;0;2;1;2;5;10;3;1.0;27.0
67.28;88.85;8;57.23;61.2;419.0;56.32;2011;54.39;56.32;67.16;20;0;67.28;11;5;0;3;1;2;3;10;3;1.0;28.857142857142858
65.86;87.56;20;61.57;58.82;422.41;68.67;2011;51.66;68.67;63.65;36;0;65.86;5;6;0;2;2;2;4;10;3;0.0;0.0
76.53;66.44;21;58.93;54.64;422.74;62.12;2011;51.66;62.12;55.73;0;1;76.53;10;0;0;3;0;0;3;10;3;2.0;39.142857142857146
74.79;85.05;20;63.88;61.2;440.39;60.38;2011;61.84;60.38;52.29;0;0;74.79;20;0;0;2;0;0;6;10;3;2.0;35.57142857142857
72.63;70.18;10;56.46;61.4;427.71;54.48;2011;56.47;54.48;57.81;0;0;72.63;8;0;0;3;0;0;3;10;3;1.0;28.839285714285715
74.32;51.23;18;54.55;61.37;420.93;65.43;2011;49.72;65.43;53.57;0;0;74.32;8;0;0;2;0;0;3;10;3;2.0;38.57142857142857
72.11;79.55;10;64.5;56.55;418.3;43.96;2011;60.15;43.96;66.97;0;0;72.11;7;0;0;3;0;0;2;10;3;2.0;36.07142857142857
81.17;58.59;14;47.62;52.9;397.93;58.25;2011;43.68;58.25;57.99;0;0;81.17;20;0;0;3;0;0;5;10;3;2.0;32.857142857142854
