RENDIMIENTO_TRES;IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_TRES
1.0;58.0;342.0;0.0;2016;0.0;0.0;0.0;0;68.0;32.76470588235294;36;37;33;30;34;32;42;1;2;27.8
1.0;76.0;340.0;0.0;2016;0.0;0.0;0.0;0;62.0;33.88235294117647;39;38;33;31;33;32;47;1;1;21.8
2.0;74.0;338.0;0.0;2016;0.0;0.0;0.0;0;71.0;39.76470588235294;43;34;43;37;38;41;46;1;1;39.833333333333336
1.0;62.0;341.0;0.0;2016;0.0;0.0;0.0;0;61.0;35.64705882352941;42;33;32;31;35;37;40;2;2;26.4
1.0;76.0;332.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.411764705882355;17;19;21;32;45;12;49;2;2;21.0
2.0;64.0;326.0;0.0;2016;0.0;0.0;0.0;0;71.0;38.64705882352941;16;23;32;31;38;11;46;1;1;32.0
2.0;65.0;333.0;0.0;2016;0.0;0.0;0.0;0;66.0;34.0;34;31;39;30;33;38;41;1;1;35.2
2.0;67.0;325.0;0.0;2016;0.0;0.0;0.0;0;64.0;37.529411764705884;48;30;37;0;0;33;47;1;1;38.0
2.0;52.0;352.0;0.0;2016;0.0;0.0;0.0;0;58.0;42.294117647058826;37;30;41;36;45;40;47;1;1;38.5
3.0;55.0;335.0;0.0;2016;0.0;0.0;0.0;0;76.0;37.05882352941177;37;33;40;37;39;38;47;1;1;41.666666666666664
3.0;63.0;346.0;0.0;2016;0.0;0.0;0.0;0;74.0;41.05882352941177;39;40;39;32;43;43;46;1;1;42.833333333333336
1.0;43.0;394.0;57.0;2016;55.0;62.0;48.0;0;54.0;38.588235294117645;37;25;32;34;39;18;38;3;1;16.0
1.0;50.0;394.0;62.0;2016;61.0;62.0;46.0;0;53.0;36.705882352941174;31;33;28;35;37;30;40;1;3;27.666666666666668
2.0;61.0;408.0;57.0;2016;50.0;60.0;45.0;0;61.0;36.470588235294116;38;30;34;33;31;36;31;1;2;31.833333333333332
2.0;62.0;320.0;0.0;2016;0.0;0.0;0.0;0;65.0;37.0;36;31;37;32;45;31;46;1;1;33.666666666666664
2.0;85.0;332.0;0.0;2016;0.0;0.0;0.0;0;61.0;38.76470588235294;37;31;30;40;43;34;45;1;1;34.0
1.0;64.0;338.0;0.0;2016;0.0;0.0;0.0;0;67.0;35.1764705882353;36;30;39;30;44;31;45;2;1;29.166666666666668
2.0;59.0;355.0;0.0;2016;0.0;0.0;0.0;0;71.0;37.05882352941177;36;42;32;36;39;32;45;1;1;33.6
2.0;62.0;320.0;0.0;2016;0.0;0.0;0.0;0;67.0;38.23529411764706;35;35;33;34;41;31;42;1;2;32.0
2.0;74.0;346.0;0.0;2016;0.0;0.0;0.0;0;66.0;39.35294117647059;41;30;33;43;45;33;48;1;1;40.0
1.0;90.0;397.0;0.0;2016;0.0;0.0;0.0;0;72.0;37.411764705882355;39;30;33;32;42;30;41;2;1;28.166666666666668
2.0;66.0;338.0;0.0;2016;0.0;0.0;0.0;0;72.0;39.05882352941177;40;30;41;31;39;39;49;1;1;36.166666666666664
2.0;77.0;354.0;0.0;2016;0.0;0.0;0.0;0;61.0;39.76470588235294;32;30;36;36;45;38;41;1;1;33.333333333333336
1.0;95.0;383.0;0.0;2016;0.0;0.0;0.0;1;74.0;33.23529411764706;23;30;25;31;37;3;39;1;2;14.666666666666666
1.0;88.0;329.0;0.0;2016;0.0;0.0;0.0;0;64.0;36.76470588235294;41;9;11;41;35;2;22;1;1;11.0
1.0;57.0;418.0;65.0;2016;60.0;77.0;49.0;0;53.0;35.35294117647059;30;30;25;37;43;13;43;1;1;25.0
1.0;43.0;398.0;59.0;2016;56.0;54.0;36.0;0;67.0;33.94117647058823;0;23;27;30;35;26;33;2;2;27.0
2.0;45.0;401.0;59.0;2016;58.0;59.0;45.0;1;53.0;36.470588235294116;35;35;30;33;39;31;41;1;3;31.8
2.0;46.0;405.0;66.0;2016;56.0;62.0;48.0;0;57.0;36.8235294117647;32;40;37;30;42;33;40;2;1;32.4
1.0;40.0;388.0;54.0;2016;53.0;55.0;42.0;0;63.0;37.23529411764706;32;36;30;31;42;27;41;2;1;29.0
1.0;68.0;327.0;0.0;2016;0.0;0.0;0.0;0;70.0;36.470588235294116;34;32;37;36;32;36;45;1;1;22.8
2.0;52.0;389.0;50.0;2016;56.0;65.0;51.0;0;59.0;39.294117647058826;33;37;35;31;36;34;32;1;1;38.0
1.0;59.0;385.0;53.0;2016;53.0;57.0;50.0;0;62.0;36.705882352941174;35;30;30;35;41;15;35;2;1;30.0
1.0;44.0;316.0;0.0;2016;0.0;0.0;0.0;0;65.0;37.05882352941177;35;30;30;38;41;30;41;1;2;30.0
2.0;49.0;315.0;0.0;2016;0.0;0.0;0.0;0;70.0;39.411764705882355;42;32;43;32;45;37;46;1;1;36.833333333333336
2.0;52.0;395.0;50.0;2016;54.0;49.0;58.0;1;55.0;38.88235294117647;31;33;34;32;44;41;40;1;1;38.833333333333336
2.0;58.0;398.0;60.0;2016;63.0;65.0;59.0;1;49.0;35.64705882352941;34;31;31;43;39;30;30;1;1;33.833333333333336
2.0;70.0;396.0;70.0;2017;63.0;65.0;33.0;0;56.0;38.529411764705884;30;37;31;32;39;32;46;2;1;30.5
1.0;72.0;352.0;0.0;2017;0.0;0.0;0.0;0;74.0;36.0;37;25;23;40;39;27;48;1;1;23.0
1.0;53.0;342.0;0.0;2017;0.0;0.0;0.0;0;71.0;34.588235294117645;6;31;15;35;34;22;50;1;1;15.0
2.0;73.0;380.0;0.0;2017;0.0;0.0;0.0;0;69.0;39.0;0;37;38;35;39;30;45;1;1;38.0
1.0;72.0;355.0;0.0;2017;0.0;0.0;0.0;0;68.0;36.88235294117647;38;34;29;39;41;30;47;2;2;29.0
1.0;68.0;349.0;0.0;2017;0.0;0.0;0.0;0;64.0;32.11764705882353;43;23;30;42;39;32;44;2;2;30.0
2.0;72.0;347.0;0.0;2017;0.0;0.0;0.0;0;71.0;34.64705882352941;46;38;34;48;40;34;45;1;1;36.333333333333336
1.0;70.0;340.0;0.0;2017;0.0;0.0;0.0;0;66.0;37.470588235294116;7;39;30;40;34;30;50;1;2;30.0
2.0;61.0;341.0;0.0;2017;0.0;0.0;0.0;0;67.0;33.94117647058823;40;30;31;35;41;40;47;1;2;34.5
2.0;81.0;375.0;0.0;2017;0.0;0.0;0.0;0;76.0;44.411764705882355;44;49;40;0;41;42;0;1;1;36.4
1.0;75.0;341.0;0.0;2017;0.0;0.0;0.0;1;64.0;34.64705882352941;0;14;25;30;32;12;0;1;1;25.0
2.0;75.0;342.0;0.0;2017;0.0;0.0;0.0;0;72.0;40.470588235294116;30;39;37;30;37;43;44;1;1;35.75
2.0;78.0;347.0;0.0;2017;0.0;0.0;0.0;0;67.0;37.588235294117645;41;35;35;41;38;33;50;1;1;38.166666666666664
2.0;67.0;358.0;0.0;2017;0.0;0.0;0.0;0;70.0;34.23529411764706;37;39;34;42;0;32;44;2;2;34.0
1.0;64.0;353.0;0.0;2017;0.0;0.0;0.0;0;68.0;34.35294117647059;33;0;21;0;45;23;48;0;1;21.0
2.0;65.0;330.0;0.0;2017;0.0;0.0;0.0;0;71.0;38.470588235294116;39;38;30;37;37;0;49;1;1;31.0
1.0;72.0;375.0;0.0;2017;0.0;0.0;0.0;0;74.0;39.88235294117647;27;3;16;25;39;11;49;1;1;16.0
1.0;57.0;328.0;0.0;2017;0.0;0.0;0.0;0;69.0;36.11764705882353;23;21;23;44;32;26;38;1;1;23.0
1.0;63.0;347.0;0.0;2017;0.0;0.0;0.0;0;66.0;37.76470588235294;12;35;10;40;0;10;47;1;1;15.0
1.0;68.0;357.0;0.0;2017;0.0;0.0;0.0;0;70.0;37.470588235294116;41;23;12;32;38;17;48;1;1;12.0
2.0;70.0;344.0;0.0;2017;0.0;0.0;0.0;0;66.0;36.88235294117647;37;39;30;46;47;33;48;1;1;31.666666666666668
2.0;59.0;322.0;0.0;2017;0.0;0.0;0.0;1;67.0;38.1764705882353;41;30;0;37;39;30;41;1;0;33.75
1.0;67.0;340.0;0.0;2017;0.0;0.0;0.0;1;65.0;36.0;41;35;29;39;32;24;46;3;3;29.0
2.0;62.0;365.0;0.0;2017;0.0;0.0;0.0;0;69.0;36.94117647058823;45;34;30;34;40;30;47;1;1;32.0
2.0;66.0;358.0;0.0;2017;0.0;0.0;0.0;1;72.0;35.94117647058823;44;31;35;42;39;32;48;1;1;35.5
1.0;83.0;347.0;0.0;2017;0.0;0.0;0.0;1;68.0;36.588235294117645;44;22;23;39;40;18;48;2;2;23.0
1.0;54.0;401.0;65.0;2017;66.0;61.0;46.0;0;48.0;32.05882352941177;0;7;12;9;0;2;0;1;1;12.0
2.0;58.0;340.0;0.0;2017;0.0;0.0;0.0;0;69.0;34.1764705882353;36;36;35;36;45;30;49;1;1;32.0
1.0;62.0;347.0;0.0;2017;0.0;0.0;0.0;0;68.0;32.11764705882353;6;3;8;27;42;6;0;1;1;8.0
2.0;79.0;360.0;0.0;2017;0.0;0.0;0.0;0;69.0;39.35294117647059;46;33;38;36;48;32;50;1;1;37.0
1.0;59.0;325.0;0.0;2017;0.0;0.0;0.0;1;70.0;37.529411764705884;0;9;8;21;15;2;0;1;1;8.0
2.0;77.0;337.0;0.0;2017;0.0;0.0;0.0;0;68.0;34.705882352941174;38;34;30;33;0;37;45;1;1;37.0
2.0;65.0;336.0;0.0;2017;0.0;0.0;0.0;0;67.0;34.64705882352941;44;32;26;34;37;23;41;2;1;30.5
1.0;59.0;329.0;0.0;2017;0.0;0.0;0.0;0;64.0;36.94117647058823;31;14;7;33;34;5;48;1;1;7.0
2.0;66.0;322.0;0.0;2017;0.0;0.0;0.0;0;63.0;36.64705882352941;41;31;40;39;35;34;48;1;1;35.5
1.0;58.0;332.0;0.0;2017;0.0;0.0;0.0;1;64.0;35.05882352941177;36;30;25;41;40;29;49;1;1;25.666666666666668
1.0;67.0;341.0;0.0;2017;0.0;0.0;0.0;0;74.0;36.76470588235294;32;46;28;37;43;0;50;1;1;28.0
3.0;48.0;385.0;70.0;2017;54.0;52.0;53.0;0;57.0;39.294117647058826;42;43;0;40;41;0;50;1;0;45.0
2.0;66.0;331.0;0.0;2017;0.0;0.0;0.0;0;67.0;35.1764705882353;43;0;36;41;38;26;50;0;1;36.0
2.0;73.0;335.0;0.0;2017;0.0;0.0;0.0;0;67.0;37.0;44;31;32;33;45;28;50;1;1;32.0
2.0;45.0;316.0;0.0;2017;0.0;0.0;0.0;0;67.0;36.588235294117645;34;36;31;41;40;34;50;1;1;37.0
3.0;61.0;342.0;0.0;2017;0.0;0.0;0.0;0;67.0;42.0;34;43;39;39;40;34;50;1;1;41.333333333333336
1.0;45.0;377.0;66.0;2017;48.0;59.0;34.0;0;57.0;35.470588235294116;36;40;27;39;39;32;46;2;2;27.6
1.0;71.0;419.0;59.0;2017;60.0;77.0;48.0;1;51.0;35.64705882352941;34;0;23;41;42;31;48;0;1;23.0
2.0;51.0;333.0;0.0;2017;0.0;0.0;0.0;0;64.0;39.8235294117647;43;0;35;42;36;38;46;0;1;35.0
2.0;70.0;325.0;0.0;2017;0.0;0.0;0.0;0;67.0;37.705882352941174;0;34;42;43;43;31;50;1;1;37.5
2.0;51.0;333.0;0.0;2017;0.0;0.0;0.0;0;70.0;38.64705882352941;44;34;36;34;42;35;50;1;1;36.0
1.0;48.0;310.0;0.0;2017;0.0;0.0;0.0;0;62.0;39.05882352941177;16;27;22;30;36;21;48;1;1;22.0
2.0;67.0;356.0;0.0;2017;0.0;0.0;0.0;0;70.0;35.294117647058826;43;45;31;35;39;30;50;1;1;31.0
1.0;51.0;332.0;0.0;2017;0.0;0.0;0.0;0;65.0;37.35294117647059;45;23;13;40;24;0;45;1;1;13.0
2.0;53.0;399.0;59.0;2017;58.0;57.0;49.0;0;53.0;36.76470588235294;0;0;33;40;45;22;49;0;1;33.0
4.0;60.0;329.0;0.0;2017;0.0;0.0;0.0;1;72.0;40.411764705882355;47;38;45;40;45;39;50;1;1;45.6
2.0;63.0;318.0;0.0;2017;0.0;0.0;0.0;0;69.0;42.76470588235294;46;41;36;40;45;35;46;1;1;33.333333333333336
1.0;63.0;328.0;0.0;2017;0.0;0.0;0.0;1;69.0;37.11764705882353;38;30;24;37;42;30;50;1;1;28.666666666666668
2.0;63.0;332.0;0.0;2017;0.0;0.0;0.0;0;69.0;36.88235294117647;38;50;36;30;42;32;49;1;1;36.0
1.0;36.0;325.0;0.0;2017;0.0;0.0;0.0;0;67.0;33.35294117647059;0;23;28;7;40;27;0;1;1;28.0
3.0;85.0;373.0;0.0;2017;0.0;0.0;0.0;0;74.0;37.64705882352941;34;37;39;49;39;30;50;1;1;41.0
1.0;64.0;328.0;0.0;2017;0.0;0.0;0.0;0;71.0;38.411764705882355;30;27;26;32;38;28;50;1;1;26.0
2.0;53.0;323.0;0.0;2017;0.0;0.0;0.0;0;72.0;36.05882352941177;0;39;25;0;0;30;0;2;1;30.5
2.0;54.0;347.0;0.0;2017;0.0;0.0;0.0;1;73.0;39.8235294117647;39;30;30;42;39;30;50;1;1;34.333333333333336
2.0;48.0;344.0;0.0;2017;0.0;0.0;0.0;0;65.0;36.05882352941177;40;36;31;35;40;32;49;2;1;34.0
2.0;73.0;325.0;0.0;2017;0.0;0.0;0.0;0;58.0;38.1764705882353;43;34;33;32;47;35;50;1;1;33.0
2.0;63.0;317.0;0.0;2017;0.0;0.0;0.0;0;63.0;36.05882352941177;43;30;33;42;42;31;50;1;1;33.333333333333336
2.0;48.0;386.0;53.0;2017;56.0;56.0;53.0;0;53.0;38.35294117647059;35;30;34;0;36;41;50;1;1;33.333333333333336
1.0;69.0;328.0;0.0;2017;0.0;0.0;0.0;0;65.0;36.294117647058826;41;41;24;43;41;12;50;1;1;24.0
1.0;64.0;308.0;0.0;2017;0.0;0.0;0.0;0;64.0;36.0;35;37;21;42;45;17;46;1;1;21.0
2.0;65.0;315.0;0.0;2017;0.0;0.0;0.0;0;63.0;34.294117647058826;27;37;32;35;33;28;48;1;1;32.0
2.0;69.0;301.0;0.0;2017;0.0;0.0;0.0;0;71.0;35.470588235294116;31;45;38;0;40;32;45;1;1;35.2
1.0;79.0;344.0;0.0;2018;0.0;0.0;0.0;0;65.0;37.411764705882355;34;26;27;40;42;30;50;1;1;27.0
2.0;74.0;343.0;0.0;2018;0.0;0.0;0.0;0;69.0;36.23529411764706;48;36;33;44;44;34;50;1;1;33.0
2.0;100.0;396.0;0.0;2018;0.0;0.0;0.0;1;73.0;38.470588235294116;40;28;32;41;44;0;50;1;1;32.0
1.0;64.0;347.0;0.0;2018;0.0;0.0;0.0;0;66.0;36.470588235294116;39;39;24;42;43;29;0;1;1;24.0
2.0;56.0;349.0;0.0;2018;0.0;0.0;0.0;0;67.0;36.470588235294116;41;35;32;39;42;30;50;1;1;32.0
2.0;75.0;368.0;0.0;2018;0.0;0.0;0.0;0;72.0;37.529411764705884;46;38;33;36;44;32;50;1;1;33.0
2.0;81.0;375.0;0.0;2018;0.0;0.0;0.0;1;70.0;42.94117647058823;49;36;38;46;44;35;50;1;1;38.0
2.0;76.0;356.0;0.0;2018;0.0;0.0;0.0;0;70.0;38.64705882352941;37;35;32;34;43;27;50;1;1;32.0
1.0;75.0;368.0;0.0;2018;0.0;0.0;0.0;0;70.0;36.76470588235294;41;31;29;35;42;0;50;1;1;29.0
1.0;65.0;342.0;0.0;2018;0.0;0.0;0.0;1;67.0;36.88235294117647;36;30;27;45;41;0;50;1;1;27.0
2.0;73.0;378.0;0.0;2018;0.0;0.0;0.0;1;71.0;43.94117647058823;39;37;38;46;0;34;50;1;1;38.0
2.0;71.0;356.0;0.0;2018;0.0;0.0;0.0;0;68.0;36.588235294117645;46;46;40;0;0;39;50;1;1;40.0
2.0;66.0;344.0;0.0;2018;0.0;0.0;0.0;0;65.0;40.0;47;42;33;0;0;32;50;1;1;33.0
3.0;73.0;202.0;0.0;2018;63.0;0.0;0.0;0;68.0;41.8235294117647;42;45;42;44;50;45;50;1;1;42.0
1.0;68.0;326.0;0.0;2018;0.0;0.0;0.0;0;71.0;34.411764705882355;28;37;24;46;41;32;49;1;1;24.0
2.0;47.0;325.0;0.0;2018;0.0;0.0;0.0;0;68.0;39.0;31;34;0;43;0;30;0;1;0;34.0
