NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
2737;0;348.0;67.0;0.0;67.0;68.0;11;29.46153846153846;0;13;6;4;2;2;25.0;36.0;30.0;30.0;27.0;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
2738;0;340.0;70.0;0.0;67.0;63.0;11;31.1;0;10;4;4;1;2;28.0;33.0;0.0;34.0;30.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
2739;0;351.0;69.0;0.0;63.0;70.0;7;41.5;0;8;0;5;0;2;0.0;31.0;0.0;34.0;45.0;46.0;50.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
12;20;494.25;65.16;66.74;62.54;62.69;20;34.2;0;15;0;7;0;5;30.0;30.0;35.0;40.0;35.0;40.0;39.0;33.09375;1;16;13;3;6;5;1;2;27.5;2;3;35.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;36.0;1;2;2;36.73333333333333
56;20;501.68;67.54;69.69;70.81;59.81;20;34.2;0;15;0;7;0;5;35.0;30.0;30.0;35.0;35.0;40.0;39.0;32.09375;1;16;16;0;6;6;0;2;30.0;1;3;32.5;2;3;30.0;1;3;30.0;1;2;0.0;0;1;30.0;1;3;43.0;1;2;2;35.8
92;20;485.65;80.14;56.34;57.36;57.84;20;34.0;0;15;0;7;0;5;35.0;35.0;35.0;35.0;30.0;40.0;30.0;34.5625;1;16;14;2;6;5;1;2;30.0;1;3;40.0;1;3;30.0;1;3;29.0;2;2;0.0;0;1;45.0;1;3;30.0;1;2;2;34.16666666666666
205;20;422.21;72.55;56.51;53.95;57.13;20;31.8;1;15;4;6;1;10;25.0;30.0;30.0;35.0;35.0;40.0;41.0;26.875;3;12;6;6;4;2;2;1;23.33333333333333;3;3;21.66666666666667;3;3;30.0;1;3;0.0;0;2;0.0;0;1;32.5;2;3;0.0;0;2;1;28.13333333333333
217;20;461.65;65.16;49.32;58.09;55.84;20;36.44444444444445;1;15;4;6;1;5;26.66666666666667;40.0;35.0;45.0;40.0;40.0;45.0;37.625;0;16;16;0;6;6;0;2;35.0;1;3;40.0;1;3;30.0;1;3;32.0;1;2;0.0;0;1;45.0;1;3;44.0;1;2;3;41.0
242;20;471.26;56.59;57.26;55.8;76.45;11;39.66666666666666;0;15;0;7;0;5;35.0;40.0;45.0;40.0;40.0;40.0;40.0;40.375;0;16;16;0;6;6;0;2;40.0;1;3;40.0;1;3;40.0;1;3;40.0;1;2;0.0;0;1;40.0;1;3;43.0;1;2;2;39.06666666666667
348;20;478.84;69.99;46.84;65.0;54.57;10;29.35897435897436;2;13;7;4;2;1;21.66666666666667;30.0;25.0;40.0;40.0;40.0;0.0;26.6;3;15;9;6;6;4;2;1;22.66666666666667;6;3;17.0;5;3;30.0;1;3;30.0;1;2;40.0;1;1;30.0;2;3;0.0;0;2;1;16.9375
448;20;462.1;60.48;61.03;57.36;69.4;13;33.18181818181818;0;11;0;5;0;1;35.0;35.0;30.0;30.0;0.0;35.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;2;40.0
470;20;447.84;77.8;57.99;55.09;67.51;20;18.18181818181818;0;11;9;2;3;1;15.0;15.0;15.0;35.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;2;35.0
477;20;465.33;67.13;60.41;49.05;50.86;5;32.84615384615385;1;13;1;5;1;1;30.0;35.0;35.0;45.0;31.0;25.0;0.0;34.13333333333333;1;15;15;0;6;6;0;2;30.0;1;3;30.0;2;3;30.0;1;3;36.0;1;2;35.0;1;1;45.0;1;3;0.0;0;2;2;32.1
480;0;498.95;73.29;58.68;63.27;62.81;20;15.0;0;11;11;0;5;1;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;15.0
778;20;487.76;75.41;69.98;71.9;75.1;20;28.63636363636364;0;11;4;3;2;9;30.0;35.0;25.0;20.0;0.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;2;40.0
852;20;420.62;73.85;49.76;55.21;70.37;20;40.93333333333333;0;15;0;7;0;9;34.0;46.0;36.0;45.0;49.0;43.0;46.0;32.53846153846154;0;13;10;3;5;4;1;2;31.0;1;3;20.0;1;3;33.0;1;3;0.0;0;2;42.0;1;1;43.0;1;3;0.0;0;2;0;0.0
945;20;430.0;60.0;85.0;68.0;53.0;20;35.2;1;15;3;6;1;5;31.0;40.0;28.0;35.0;41.0;37.0;43.0;38.05882352941177;0;17;17;0;7;7;0;2;38.0;1;3;34.0;1;3;36.0;1;3;31.0;1;2;42.0;1;1;41.0;1;3;48.0;1;2;2;37.19444444444444
1019;20;425.0;76.0;59.0;63.0;55.0;20;29.69230769230769;0;13;6;3;3;9;35.0;38.0;22.0;39.0;25.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1442;20;476.0;83.0;59.0;55.0;74.0;20;39.93333333333333;0;15;0;7;0;3;35.0;43.0;35.0;45.0;44.0;49.0;43.0;37.70588235294117;0;17;17;0;7;7;0;2;31.0;1;3;36.0;1;3;37.0;1;3;34.0;1;2;40.0;1;1;43.0;1;3;46.0;1;2;3;41.44444444444444
1533;20;425.0;78.0;59.0;57.0;56.0;20;36.66666666666666;2;15;4;6;1;2;27.5;38.0;31.0;43.0;50.0;44.0;42.0;37.29411764705883;1;17;17;0;7;7;0;2;32.0;1;3;31.0;1;3;40.0;1;3;30.0;2;2;40.0;1;1;45.0;1;3;45.0;1;2;2;39.61111111111111
1600;20;407.0;75.0;66.0;49.0;48.0;20;37.06666666666667;0;15;0;7;0;11;30.0;37.0;30.0;38.0;50.0;44.0;45.0;34.47058823529412;3;17;12;5;7;5;2;2;32.0;2;3;25.0;2;3;30.0;1;3;29.0;2;2;38.0;1;1;43.0;1;3;50.0;1;2;2;39.72222222222222
1830;20;365.0;75.0;0.0;71.0;66.0;20;30.11538461538462;3;13;3;5;1;9;32.0;33.0;21.5;35.0;34.0;30.0;0.0;16.2;0;15;4;11;6;2;4;1;48.0;1;3;6.0;1;3;3.0;1;3;1.0;1;2;37.0;1;1;11.0;1;3;0.0;0;2;1;8.5
1866;20;338.0;77.0;0.0;70.0;47.0;20;33.84615384615385;1;13;0;6;0;9;31.0;34.5;35.0;40.0;34.0;34.0;0.0;37.0;0;15;15;0;6;6;0;2;35.0;1;3;30.0;1;3;40.0;1;3;35.0;1;2;41.0;1;1;43.0;1;3;0.0;0;2;0;0.0
16;20;463.75;62.82;76.74;58.09;47.21;20;35.4;0;15;0;7;0;5;30.0;50.0;30.0;40.0;35.0;45.0;33.0;33.3125;1;16;16;0;6;6;0;2;30.0;2;3;30.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;34.0;1;2;2;39.06666666666667
18;20;477.27;81.5;58.93;58.09;69.48;20;32.73333333333333;1;15;4;6;1;5;22.5;40.0;30.0;40.0;40.0;45.0;33.0;32.03125;2;16;13;3;6;5;1;2;32.5;2;3;25.0;2;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;2;33.76666666666667
320;20;456.23;66.5;55.85;57.84;44.74;20;20.76923076923077;3;13;10;2;4;10;15.0;0.0;16.66666666666667;15.0;15.0;35.0;40.0;27.5;1;6;3;3;2;1;1;1;0.0;0;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;40.0;2;3;0.0;0;2;1;15.0
1014;20;400.0;76.0;63.0;41.0;49.0;16;34.2;2;15;4;6;1;9;29.0;34.0;30.0;42.0;44.0;35.0;37.0;24.13333333333333;3;15;6;9;6;3;3;1;24.0;2;3;8.0;1;3;27.33333333333333;3;3;30.0;2;2;34.0;1;1;30.0;1;3;0.0;0;2;1;22.85714285714286
1551;21;479.0;83.0;69.0;68.0;59.0;20;41.66666666666666;0;15;0;7;0;11;44.0;39.0;44.0;41.0;42.0;46.0;34.0;34.8235294117647;1;17;14;3;7;6;1;2;33.0;1;3;24.0;2;3;33.0;1;3;34.0;1;2;42.0;1;1;40.0;1;3;46.0;1;2;2;35.125
1582;20;442.0;54.0;74.0;67.0;59.0;20;28.07692307692308;0;13;6;4;2;9;18.0;28.0;31.0;34.0;40.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1583;20;435.0;57.0;74.0;57.0;48.0;20;27.15384615384615;1;13;4;5;1;9;8.0;31.0;32.0;36.0;41.0;45.0;0.0;6.25;0;12;0;12;5;0;5;1;4.0;1;3;0.0;0;3;13.0;1;3;2.0;1;2;20.0;1;1;0.0;1;3;0.0;0;2;1;28.0
1849;20;340.0;77.0;0.0;74.0;55.0;10;30.76923076923077;3;13;4;4;2;9;30.0;30.5;26.0;30.0;42.0;27.0;0.0;30.9;0;10;10;0;4;4;0;2;30.0;1;3;0.0;0;3;30.0;1;3;0.0;0;2;39.0;1;1;30.0;1;3;0.0;0;2;3;41.0
1882;20;442.0;54.0;74.0;67.0;59.0;20;28.23076923076923;2;13;7;4;2;11;21.0;41.0;18.0;40.0;35.0;37.0;0.0;32.3;3;15;9;6;6;4;2;2;26.0;2;3;23.5;2;3;35.0;1;3;30.0;1;2;30.0;1;1;47.0;2;3;0.0;0;2;2;31.625
21;20;470.3;69.99;64.0;60.25;62.69;20;33.4;1;15;4;6;1;5;27.5;30.0;35.0;40.0;35.0;40.0;38.0;36.34375;1;16;16;0;6;6;0;2;32.5;2;3;40.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;47.0;1;2;2;37.06666666666667
1488;20;441.0;81.0;61.0;63.0;75.0;11;33.33333333333334;0;15;0;7;0;11;31.0;32.0;39.0;35.0;34.0;32.0;30.0;31.29411764705882;2;17;11;6;7;5;2;2;27.0;2;3;31.0;1;3;28.0;2;3;30.0;1;2;32.0;1;1;38.0;1;3;34.0;1;2;2;34.72222222222222
23;20;459.4;67.54;58.93;60.25;65.86;20;34.66666666666666;0;15;0;7;0;5;35.0;30.0;35.0;40.0;40.0;35.0;30.0;33.1875;1;16;14;2;6;5;1;2;35.0;1;3;30.0;1;3;45.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;18.0;3;2;2;36.6
136;20;476.52;58.13;61.41;67.71;54.57;20;29.93333333333333;1;15;4;6;1;5;20.0;30.0;30.0;35.0;35.0;40.0;37.0;31.26470588235294;2;17;11;6;7;5;2;2;30.0;1;3;21.66666666666667;3;3;27.5;2;3;37.0;1;2;45.0;1;1;35.0;1;3;35.0;1;2;2;35.73333333333333
180;20;460.98;60.49;56.51;51.92;59.81;20;36.0;1;15;4;6;1;5;27.5;40.0;40.0;40.0;35.0;40.0;40.0;35.44117647058823;1;17;17;0;7;7;0;2;30.0;1;3;40.0;1;3;32.5;2;3;39.0;1;2;40.0;1;1;35.0;1;3;36.0;1;2;2;34.16666666666666
208;20;460.25;65.16;49.32;58.09;55.84;20;33.1;2;15;7;5;2;5;25.0;35.0;27.5;30.0;45.0;40.0;42.0;30.25;2;16;10;6;6;4;2;2;22.5;2;3;30.0;1;3;22.5;2;3;32.0;1;2;0.0;0;1;35.0;1;3;45.0;1;2;2;35.6
229;20;421.26;69.18;61.99;53.85;43.48;20;35.33333333333334;1;15;4;6;1;2;25.0;40.0;40.0;40.0;35.0;40.0;40.0;31.40625;2;16;10;6;6;4;2;2;25.0;2;3;22.5;2;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;30.73333333333333
233;20;462.78;76.15;58.23;50.07;76.45;20;38.33333333333334;0;15;0;7;0;5;30.0;35.0;45.0;40.0;45.0;40.0;40.0;41.875;1;16;16;0;6;6;0;2;50.0;1;3;45.0;1;3;40.0;1;3;40.0;1;2;0.0;0;1;35.0;2;3;40.0;1;2;2;38.4
378;20;433.51;80.4;47.54;53.85;44.74;20;15.0;0;11;11;0;5;1;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;15.0
724;20;466.43;89.92;63.86;60.48;59.67;20;31.24444444444445;1;15;4;6;1;9;22.66666666666667;40.0;30.0;40.0;31.0;30.0;38.0;31.6;2;15;9;6;6;4;2;2;24.0;3;3;21.0;3;3;30.0;1;3;39.0;1;2;36.0;1;1;45.0;1;3;0.0;0;2;2;38.42857142857143
770;20;474.76;72.05;69.72;63.99;85.44;20;37.73333333333333;0;15;0;7;0;5;35.0;35.0;35.0;30.0;48.0;35.0;45.0;37.76470588235294;1;17;17;0;7;7;0;2;32.0;1;3;36.0;1;3;34.0;1;3;32.0;2;2;45.0;1;1;45.0;1;3;46.0;1;2;3;43.0
817;20;410.89;84.71;56.97;53.82;79.4;20;33.08888888888889;1;15;4;6;1;13;23.33333333333333;30.0;33.0;31.0;38.0;45.0;46.0;32.13333333333333;2;15;9;6;6;4;2;2;23.0;3;3;30.0;1;3;26.0;2;3;31.0;1;2;39.0;1;1;48.0;1;3;0.0;0;2;3;40.85714285714285
859;20;418.89;64.12;57.16;61.52;75.52;20;19.07692307692308;2;13;8;3;3;10;6.5;36.0;10.0;38.0;34.0;14.0;0.0;10.66666666666667;0;9;0;9;3;0;3;1;13.0;1;3;0.0;0;3;12.0;1;3;0.0;0;2;0.0;0;1;7.0;1;3;0.0;0;2;0;0.0
900;20;393.96;63.47;59.57;57.23;64.24;20;37.33333333333334;1;15;0;7;0;5;30.0;40.0;37.0;35.0;43.0;36.0;46.0;36.70588235294117;0;17;17;0;7;7;0;2;33.0;1;3;30.0;1;3;33.0;1;3;36.0;1;2;36.0;1;1;46.0;1;3;45.0;1;2;2;38.22222222222222
933;20;446.0;85.0;65.0;63.0;47.0;20;22.84615384615385;2;13;7;4;2;9;9.5;41.0;17.0;30.0;32.0;32.0;0.0;23.0;0;10;4;6;4;2;2;1;10.0;1;3;0.0;0;3;15.0;1;3;0.0;0;2;38.0;1;1;39.0;1;3;0.0;0;2;0;0.0
1070;20;429.0;68.0;60.0;63.0;43.0;20;38.43333333333333;1;15;3;6;1;5;39.0;38.0;29.5;34.0;43.0;42.0;47.0;39.29411764705883;0;17;17;0;7;7;0;2;40.0;1;3;30.0;1;3;32.0;1;3;39.0;1;2;40.0;1;1;50.0;1;3;47.0;1;2;3;41.0
1259;20;411.0;85.0;60.0;51.0;60.0;20;14.07692307692308;0;13;13;0;6;9;7.0;14.0;15.0;15.0;26.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1354;21;404.57;73.85;61.79;57.8;56.82;20;33.66666666666666;2;15;4;6;1;2;26.5;36.0;30.0;37.0;39.0;32.0;45.0;38.97058823529412;1;17;17;0;7;7;0;2;36.0;1;3;40.0;1;3;35.5;2;3;37.0;1;2;42.0;1;1;46.0;1;3;37.0;1;2;2;35.11111111111111
1384;20;392.0;58.0;66.0;39.0;70.0;20;23.0;0;13;10;2;4;9;11.0;28.0;24.0;36.0;40.0;11.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
26;0;499.77;73.29;58.68;59.24;55.64;19;33.83333333333334;2;15;3;6;1;5;30.0;40.0;27.5;35.0;35.0;40.0;40.0;30.3125;4;16;7;9;6;3;3;1;22.5;2;3;22.5;2;3;25.0;2;3;40.0;1;2;0.0;0;1;35.0;2;3;45.0;1;2;2;34.93333333333333
34;0;467.41;65.16;58.93;62.54;59.81;4;30.14444444444445;2;15;7;5;2;1;21.66666666666667;30.0;27.5;35.0;40.0;40.0;34.0;27.53125;4;16;5;11;6;2;4;1;22.5;2;3;25.0;2;3;25.0;2;3;13.5;4;2;0.0;0;1;40.0;1;3;38.0;1;2;2;33.11538461538461
667;20;510.36;62.84;61.03;57.36;60.2;20;37.13333333333333;0;15;0;7;0;5;40.0;40.0;40.0;35.0;33.0;30.0;33.0;36.70588235294117;0;17;17;0;7;7;0;2;31.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;40.0;1;1;40.0;1;3;43.0;1;2;2;35.63888888888889
35;20;468.78;69.99;58.93;45.64;67.6;20;35.4;0;15;0;7;0;1;30.0;35.0;40.0;40.0;35.0;35.0;38.0;33.1875;0;16;16;0;6;6;0;2;30.0;1;3;30.0;1;3;30.0;1;3;36.0;1;2;0.0;0;1;35.0;1;3;42.0;1;2;2;33.46666666666667
221;20;448.92;50.54;61.41;62.54;48.43;20;28.18181818181818;1;11;4;4;1;1;15.0;40.0;30.0;40.0;0.0;40.0;0.0;24.16666666666667;0;12;4;8;5;2;3;1;20.0;1;3;0.0;0;3;15.0;1;3;25.0;1;2;45.0;1;1;30.0;1;3;0.0;0;2;2;35.0
244;20;401.96;56.59;47.54;53.85;40.89;20;33.33333333333334;2;15;4;6;1;5;22.5;30.0;35.0;35.0;45.0;40.0;40.0;30.9375;3;16;10;6;6;4;2;2;21.66666666666667;3;3;30.0;1;3;23.33333333333333;3;3;30.0;1;2;0.0;0;1;40.0;2;3;45.0;1;2;2;30.6
460;20;475.11;67.01;45.57;56.82;54.9;20;36.86666666666667;1;15;4;6;1;5;27.5;45.0;30.0;45.0;40.0;40.0;49.0;34.94117647058823;2;17;14;3;7;6;1;2;30.0;2;3;29.0;2;3;30.0;1;3;35.0;1;2;45.0;1;1;40.0;1;3;46.0;1;2;2;35.16666666666666
539;20;487.83;53.45;75.93;69.14;59.92;20;37.4;1;15;0;7;0;5;30.0;40.0;40.0;40.0;40.0;35.0;43.0;35.29411764705883;2;17;12;5;7;5;2;2;30.0;1;3;25.66666666666667;3;3;35.0;1;3;28.5;2;2;35.0;1;1;50.0;1;3;43.0;1;2;2;33.08333333333334
562;20;452.45;64.16;55.86;52.77;47.17;20;32.13333333333333;1;15;4;6;1;5;22.5;35.0;35.0;35.0;30.0;30.0;46.0;32.38235294117647;5;17;12;5;7;5;2;2;30.5;2;3;25.33333333333333;3;3;30.0;2;3;28.0;2;2;35.0;1;1;40.0;2;3;41.0;1;2;2;34.22222222222222
649;20;449.16;64.16;58.27;46.76;56.48;20;30.90909090909091;1;11;4;4;1;1;20.0;35.0;40.0;35.0;0.0;35.0;0.0;26.66666666666667;0;9;3;6;3;1;2;1;20.0;1;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;2;40.0
663;20;403.46;52.17;50.54;49.79;38.78;20;15.0;0;11;11;0;5;1;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;15.0
672;20;446.43;58.94;55.56;55.09;58.06;20;32.4;1;15;0;7;0;2;30.0;30.0;30.0;40.0;32.0;30.0;41.0;33.48039215686275;2;17;15;2;7;6;1;2;30.0;1;3;30.0;1;3;30.0;1;3;27.33333333333333;3;2;33.5;2;1;39.0;1;3;47.0;1;2;2;33.72222222222222
853;20;444.08;57.88;52.14;70.07;94.41;20;39.86666666666667;0;15;0;7;0;5;35.0;46.0;37.0;44.0;49.0;35.0;39.0;38.76470588235294;1;17;17;0;7;7;0;2;35.0;1;3;32.0;2;3;41.0;1;3;39.0;1;2;39.0;1;1;44.0;1;3;43.0;1;2;2;38.27777777777778
930;20;453.0;86.0;59.0;63.0;58.0;20;20.53846153846154;2;13;7;4;2;9;9.0;37.0;2.333333333333333;32.0;37.0;44.0;0.0;14.0;1;7;1;6;3;1;2;1;0.0;0;3;0.0;0;3;0.0;2;3;0.0;0;2;32.0;1;1;22.0;1;3;0.0;0;2;0;0.0
977;20;447.0;64.0;59.0;68.0;58.0;20;32.94444444444444;3;15;7;5;2;5;24.66666666666667;32.0;28.5;38.0;42.0;38.0;43.0;37.94117647058823;1;17;17;0;7;7;0;2;34.0;1;3;35.0;1;3;32.0;2;3;30.0;1;2;41.0;1;1;49.0;1;3;47.0;1;2;3;40.38888888888889
986;20;422.0;86.0;59.0;59.0;60.0;20;34.33333333333334;2;15;4;6;1;2;26.0;30.0;30.0;39.0;45.0;42.0;45.0;36.70588235294117;1;17;14;3;7;6;1;2;28.0;2;3;32.0;1;3;35.0;1;3;35.0;1;2;36.0;1;1;49.0;1;3;43.0;1;2;3;40.72222222222222
1016;20;419.0;86.0;55.0;55.0;66.0;20;38.86666666666667;1;15;0;7;0;5;38.0;31.5;39.0;39.0;42.0;38.0;45.0;38.47058823529412;0;17;17;0;7;7;0;2;43.0;1;3;31.0;1;3;31.0;1;3;44.0;1;2;42.0;1;1;45.0;1;3;37.0;1;2;2;39.22222222222222
1034;20;392.0;59.0;49.0;59.0;58.0;20;29.33333333333333;2;15;7;5;2;9;21.0;30.0;21.0;41.0;45.0;30.0;36.0;23.60714285714286;2;14;3;11;5;1;4;1;20.5;2;3;20.0;1;3;18.66666666666667;3;3;24.0;1;2;0.0;0;1;35.0;1;3;0.0;0;2;2;35.71428571428572
1037;20;421.0;68.0;65.0;63.0;47.0;20;31.23333333333333;4;15;8;4;3;9;27.0;35.5;26.0;30.0;34.0;25.5;44.0;33.08333333333333;3;16;14;2;6;5;1;2;30.0;2;3;36.0;1;3;30.0;1;3;28.66666666666667;3;2;0.0;0;1;38.0;2;3;35.0;1;2;2;33.375
1143;20;427.0;68.0;56.0;63.0;50.0;20;31.69230769230769;2;13;7;4;2;9;18.5;44.0;23.0;42.0;50.0;39.0;0.0;29.0;0;9;6;3;3;2;1;1;30.0;1;3;0.0;0;3;22.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
1246;20;424.0;67.0;70.0;57.0;52.0;20;21.84615384615385;0;13;7;3;3;9;5.0;20.0;33.0;31.0;41.0;12.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
1264;20;429.0;80.0;57.0;60.0;59.0;20;34.26666666666667;2;15;3;6;1;2;31.5;39.0;28.0;43.0;35.0;43.0;35.0;35.29411764705883;0;17;17;0;7;7;0;2;30.0;1;3;30.0;1;3;37.0;1;3;30.0;1;2;39.0;1;1;42.0;1;3;42.0;1;2;2;36.11111111111111
1314;20;449.0;76.0;59.0;63.0;60.0;20;15.30769230769231;5;13;12;1;5;9;17.5;18.5;7.5;10.5;10.5;38.0;0.0;10.5;0;6;0;6;2;0;2;1;0.0;0;3;0.0;0;3;11.0;1;3;0.0;0;2;0.0;0;1;10.0;1;3;0.0;0;2;0;0.0
1389;20;420.0;55.0;56.0;51.0;49.0;20;35.46666666666667;1;15;3;6;1;2;31.0;31.0;29.0;44.0;38.0;45.0;47.0;39.1764705882353;0;17;17;0;7;7;0;2;36.0;1;3;30.0;1;3;44.0;1;3;39.0;1;2;40.0;1;1;44.0;1;3;43.0;1;2;2;36.83333333333334
1475;20;440.0;79.0;66.0;67.0;54.0;7;36.26666666666667;1;15;0;7;0;2;34.0;34.0;40.0;42.0;37.0;38.0;33.0;35.20588235294117;4;17;15;2;7;6;1;2;36.0;1;3;33.0;2;3;30.0;1;3;28.5;2;2;34.5;2;1;40.0;2;3;45.0;1;2;2;35.0
1492;20;442.0;78.0;62.0;62.0;57.0;20;39.0;0;15;0;7;0;2;37.0;37.0;42.0;42.0;36.0;41.0;41.0;41.94117647058823;0;17;17;0;7;7;0;2;42.0;1;3;39.0;1;3;43.0;1;3;38.0;1;2;38.0;1;1;47.0;1;3;43.0;1;2;2;37.77777777777778
1501;20;425.0;65.0;80.0;59.0;54.0;20;37.33333333333334;1;15;0;7;0;2;32.0;38.0;40.0;36.0;35.0;42.0;44.0;35.23529411764706;0;17;17;0;7;7;0;2;37.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;38.0;1;1;40.0;1;3;45.0;1;2;2;37.22222222222222
1520;20;435.0;85.0;60.0;77.0;60.0;20;29.4;2;10;6;3;2;9;23.0;26.5;0.0;36.0;37.0;39.0;0.0;23.14285714285714;0;7;1;6;3;1;2;1;0.0;0;3;0.0;0;3;26.0;1;3;0.0;0;2;33.0;1;1;17.0;1;3;0.0;0;2;2;38.0
1614;20;421.0;65.0;65.0;55.0;43.0;20;18.23076923076923;3;13;9;3;3;9;9.666666666666666;12.66666666666667;10.33333333333333;30.0;35.0;42.0;0.0;1.714285714285714;0;7;0;7;3;0;3;1;0.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;1;4.0;1;3;0.0;0;2;1;16.0
1663;20;407.0;71.0;59.0;57.0;57.0;20;36.9;2;15;4;6;1;2;27.0;38.0;32.5;44.0;50.0;44.0;42.0;35.26470588235294;1;17;17;0;7;7;0;2;32.5;2;3;30.0;1;3;35.0;1;3;32.0;1;2;43.0;1;1;40.0;1;3;40.0;1;2;2;36.61111111111111
1855;20;353.0;72.0;0.0;68.0;73.0;20;32.83333333333334;1;15;1;6;1;2;31.0;31.0;30.0;36.0;42.0;22.5;37.0;34.85294117647059;2;17;11;6;7;5;2;2;29.0;2;3;26.5;2;3;31.0;1;3;35.0;1;2;45.0;1;1;44.0;1;3;43.0;1;2;2;37.25
1860;20;347.0;72.0;0.0;70.0;59.0;20;33.23333333333333;2;15;2;6;1;2;30.0;28.5;33.0;32.0;38.0;30.5;42.0;33.52941176470588;3;17;14;3;7;6;1;2;32.0;2;3;22.0;2;3;31.0;2;3;31.0;1;2;36.0;1;1;43.0;1;3;44.0;1;2;2;36.75
