"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"1897","3.1891899645852E+19","MASCULINO","NO OFICIAL","SOACHA","A","SIBATE","CUNDINAMARCA","302","59","59","0","0","0","58","64","0","0","58","FUERA DE BOGOTA","MINORIAS ETNICAS Y CULTURALES","2","2015","3","ACTIVO","21.5","2","4","28.5","2","2","25.5","2","3","40","1","1","37","1","2","43","1","1","0","0","2","41","1","3","24.5","2","3","25","3","3","34","1","2","40","1","1","32","1","3","0","0","0","32","1","3","19","1","3","31","1","3","28.5","2","2","40","1","2","32","1","3","0","0","0","0","0","0","25","1","3","0","0","0","0","0","0","0","0","0","36","1","3","0","0","0","37","1","1","0","0","0","30","1","2","0","0","0","35","1","2","46","1","2","32.5","2","2","0","0","0","0","0","0","0","0","0","46","1","1","25.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1","2","43","1","2","0","0","0","41","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","1","2","35","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1898","3.1891899647435E+19","FEMENINO","NO OFICIAL","SOACHA","A","SOACHA","CUNDINAMARCA","282","66","62","0","0","0","57","54","0","0","56","USME","MINORIAS ETNICAS Y CULTURALES","2","2015","3","PRUEBA AC Y ACTIVO","25.5","2","4","27.5","2","2","26","2","3","35","1","1","37","1","2","42","1","1","0","0","2","23","2","3","21.666666666667","3","3","32","1","3","35","1","2","32","1","1","39","1","3","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","31","1","2","39","1","3","0","0","0","31","1","2","0","0","0","0","0","0","0","0","0","26","1","2","0","0","0","0","0","0","0","0","0","24.5","2","3","0","0","0","0","0","0","0","0","0","33","1","2","28","1","2","0","0","0","0","0","0","0","0","0","35","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1899","3.1891899649018E+19","FEMENINO","NO OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","292","50","57","0","0","0","62","56","0","0","48","BOSA","MINORIAS ETNICAS Y CULTURALES","2","2015","3","NO ESTUDIANTE AC004","5","2","4","6.5","2","2","4","2","3","17.5","2","1","35","1","2","39","1","1","0","0","2","5","1","3","0","0","3","0","0","3","0","0","0","0","0","0","16","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1900","3.1891899660096E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","360","72","71","0","0","0","69","75","0","0","75","KENNEDY","DESPLAZADOS","3","2015","3","ACTIVO","29.5","2","4","30","1","2","32","1","3","48","1","1","50","1","2","42","1","1","50","1","2","36","1","3","31","1","3","40","1","3","35","1","2","38","1","1","50","1","3","48","1","2","43","1","3","38","1","3","50","1","3","40","1","2","45","1","2","50","1","3","47","1","2","32","1","2","34","1","3","30","1","3","41","1","3","31","1","2","41","1","3","0","0","0","50","1","1","38","1","3","39","1","2","30","1","3","33","1","2","42","1","2","41","1","2","40","1","2","32","1","2","35","1","3","0","0","0","31","1","2","0","0","0","30","1","3","0","0","0","0","0","0","0","0","0","44","1","2","37","1","2","41","1","2","40","1","2","41","1","1","0","0","0","0","0","0","31","1","2","27","1","3","0","0","0","0","0","0","34","1","2","48","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","2","2","0","0","0","0","0","0"
"1901","3.1891899661678E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","351","79","81","0","0","0","65","70","0","0","43","ENGATIVA","DESPLAZADOS","3","2015","3","NO ESTUDIANTE AC004","6","1","4","20","1","2","13","1","3","23","1","1","28","1","2","43","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1902","3.1891899663261E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","GRANADA","META","415","63","63","80","56","62","62","61","0","41","47","KENNEDY","DESPLAZADOS","1","2015","3","NO ESTUDIANTE AC004","14","1","4","22","1","2","22","1","3","32","1","1","39","1","2","42","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1903","3.1891899675921E+19","FEMENINO","NO REGISTRA","RAFAEL URIBE","NO REGISTRA","NO REGISTRA","NO REGISTRA","356","75","73","0","0","0","64","76","0","0","53","RAFAEL URIBE URIBE","MEJORES BACHILLERES COL. DISTRITAL OFICIAL","2","2015","3","ACTIVO","25","2","4","32","2","2","31","2","3","48","1","1","50","1","2","43","1","1","45","1","2","41","1","3","32","1","3","35","1","3","36","1","2","42","1","1","41","1","3","49","1","2","43","1","3","35","1","3","43","1","3","31","1","2","45","1","2","40","1","3","0","0","0","36","1","2","26.5","2","3","31","1","3","37","1","3","32","1","2","38","1","3","0","0","0","44","1","1","40","1","3","37","1","2","34","1","3","35","1","2","48","1","2","39","1","2","46","1","2","38","1","2","34","1","3","50","1","1","31","1","2","0","0","0","0","0","0","0","0","0","40","1","2","0","0","0","0","0","0","45","1","2","45","1","2","0","0","0","46","1","1","36","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1904","3.1891899677504E+19","MASCULINO","OFICIAL","LOS MARTIRES","A","BOGOTA","BOGOTA","334","70","68","0","0","0","57","70","0","0","71","LOS MARTIRES","MEJORES BACHILLERES COL. DISTRITAL OFICIAL","3","2015","3","ACTIVO","24.5","2","4","30","2","2","26","2","3","45","1","1","35","1","2","44","1","1","0","0","2","25.5","2","3","26.666666666667","3","3","30.333333333333","3","3","17.333333333333","3","2","30","1","1","45","1","3","0","0","0","40","1","3","33","1","3","37","1","3","0","0","0","28.5","2","2","45","1","3","0","0","0","39","1","2","0","0","0","35","1","3","0","0","0","0","0","0","44","1","3","0","0","0","0","0","0","32","2","3","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1905","3.1891899680669E+19","FEMENINO","OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","322","64","62","0","0","0","75","62","0","0","49","PUENTE ARANDA","MEJORES BACHILLERES COL. DISTRITAL OFICIAL","3","2015","3","ACTIVO","26.5","2","4","30","1","2","30","2","3","44","1","1","43","1","2","40","1","1","45","1","2","35","1","3","28","2","3","32","1","3","32","1","2","40","1","1","45","1","3","47","1","2","36","1","3","31","2","3","35","1","3","40","1","2","50","1","2","42","1","3","50","1","2","32","1","2","30","1","3","33","1","3","0","0","0","30","2","2","42","1","3","44","1","2","47","1","1","31","1","3","34","1","2","34","1","3","30","1","2","42","1","2","33.5","2","2","42","1","2","0","0","0","32","1","3","44","1","1","30","1","2","0","0","0","0","0","0","0","0","0","38","1","2","0","0","0","0","0","0","44","1","2","41","1","2","0","0","0","39","1","1","38","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1906","3.1891899683834E+19","MASCULINO","OFICIAL","BARRIOS UNIDOS","A","BOGOTA","BOGOTA","433","80","80","50","62","59","59","69","0","53","52","SUBA","NORMAL","2","2015","3","NO ESTUDIANTE AC004","9","1","4","27","1","2","14","1","3","35","1","1","35","1","2","40","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1907","3.189189976138E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","340","75","62","0","0","0","67","68","0","0","60","ENGATIVA","NORMAL","3","2015","3","NO ESTUDIANTE AC004","9","1","4","20","1","2","9","1","3","17","1","1","18","1","2","34","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1908","3.1891899944958E+19","FEMENINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","299","65","64","0","0","0","62","61","0","0","37","FUERA DE BOGOTA","INDIGENAS","1","2015","3","NO ESTUDIANTE AC004","6.6666666666667","3","4","6.75","4","2","22","2","3","38","1","1","31","1","2","40","1","1","0","0","2","1","2","3","0","0","3","0","2","3","0","0","0","8","3","1","15.333333333333","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1909","3.189189994654E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","310","53","54","0","0","0","65","64","0","0","62","FUERA DE BOGOTA","INDIGENAS","0","2015","3","NO ESTUDIANTE AC004","21","2","4","6","1","2","11","1","3","39","1","1","40","1","2","41","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","24","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1910","3.1891899948123E+19","FEMENINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","296","62","64","0","0","0","56","58","0","0","55","FUERA DE BOGOTA","INDIGENAS","2","2015","3","NO ESTUDIANTE AC004","19.666666666667","3","4","25.5","2","2","27","2","3","31","1","1","37","1","2","38","1","1","0","0","2","42","1","3","0","0","3","14","1","3","0","0","0","33","1","1","30","1","3","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","34","1","2","26","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1911","3.1891899949705E+19","FEMENINO","NO OFICIAL","BOSA","A","BOGOTA","BOGOTA","288","52","52","0","0","0","60","57","0","0","56","CHAPINERO","INDIGENAS","4","2015","3","ACTIVO","26.5","2","4","30","2","2","28","2","3","43","1","1","47","1","2","42","1","1","44","1","2","27.5","2","3","30","1","3","33","1","3","31","1","2","40","1","1","44","1","3","0","0","0","33","1","3","33","1","3","30","1","3","45","1","2","47","1","2","44","1","3","0","0","0","31.5","2","2","24","2","3","35","1","3","0","0","0","33","1","2","40","1","3","0","0","0","36","1","1","34","1","3","37","1","2","35","1","3","30","1","2","0","0","0","0","0","0","0","0","0","31","2","2","30","1","3","0","0","0","37","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","1","2","39","1","2","0","0","0","39","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1912","3.1891899951288E+19","MASCULINO","OFICIAL","SAN CRISTOBAL","A","BOGOTA","BOGOTA","352","68","68","50","47","48","48","48","0","34","47","BOSA","INDIGENAS","2","2015","3","ACTIVO","25.5","2","4","32","2","2","27","2","3","40","1","1","43","1","2","43","1","1","0","0","2","34","1","3","27","2","3","23.333333333333","3","3","34","1","2","41","1","1","33","1","3","0","0","0","32","1","3","17","1","3","39","1","3","25","2","2","41","1","2","30","1","3","0","0","0","0","0","0","23","1","3","0","0","0","0","0","0","0","0","0","34","1","3","0","0","0","37","1","1","26","1","3","30","1","2","0","0","0","36","1","2","43","1","2","30","1","2","0","0","0","0","0","0","0","0","0","38","1","1","23.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","2","42","1","2","0","0","0","37","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1","2","35","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1913","3.1891900031999E+19","MASCULINO","NO OFICIAL","FONTIBON","A","BOGOTA","BOGOTA","419","85","85","64","53","59","59","58","0","42","40","FONTIBON","NORMAL","3","2015","3","ACTIVO","14.333333333333","3","4","27.333333333333","3","2","28.5","2","3","32","1","1","31","1","2","21.333333333333","3","1","0","0","2","35","1","3","23.666666666667","3","3","32","2","3","29.5","2","2","30","1","1","39","2","3","0","0","0","17","1","3","21","1","3","35","1","3","28.5","2","2","33","2","2","28","2","3","0","0","0","0","0","0","0","0","0","0","0","0","27","1","3","28","2","2","0","0","0","0","0","0","30","1","1","32","1","3","31","1","2","0","0","0","0","0","0","0","0","0","32","1","2","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1","2","0","0","0","44","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1914","3.1891900117457E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","OCANA","NORTE SANTANDER","340","70","71","0","0","0","69","72","0","0","55","RAFAEL URIBE URIBE","NORMAL","3","2015","3","NO ESTUDIANTE AC004","30","1","4","31.5","2","2","35","1","3","38","1","1","38","1","2","28","2","1","39","1","2","31","1","3","26","2","3","37","1","3","30","2","2","37","1","1","42","1","3","0","0","0","36","1","3","8","1","3","0","1","3","7","1","2","40","1","2","39","1","3","0","0","0","31","2","2","0","0","0","0","0","0","0","0","0","21","2","2","0","0","0","0","0","0","0","0","0","14.666666666667","3","3","32","1","2","0","0","0","0","0","0","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
