"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"1879","3.18918994781E+19","MASCULINO","OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","452.57","85.89","85.89","49.63","68.87","58.33","58.33","62.09","0","59.25","65.57","KENNEDY","NORMAL","2","2015","3","ACTIVO","31","1","4","32.5","2","2","32","1","3","33","1","1","47","1","2","44","1","1","43","1","2","35","1","3","30","1","3","34","1","3","35","1","2","44","1","1","45","1","3","43","1","2","43","1","3","30","1","3","38","1","3","34","1","2","47","1","2","45","1","3","43","1","2","35","1","2","30","1","3","30","1","3","44","1","3","33","1","2","38","1","3","0","0","0","44","1","1","36","1","3","38","1","2","33","1","3","38","1","2","48","1","2","37","1","2","37","1","2","0","0","0","33","1","3","47","1","1","43","1","2","31","1","2","32","1","3","30","1","2","0","0","0","0","0","0","44","1","2","42","1","2","43","1","2","40","1","2","43","1","1","0","0","0","0","0","0","30","1","2","31","1","3","0","0","0","0","0","0","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","35","1","2","35","1","2","0","0","0","0","0","0","40","1","2","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1880","3.1891899479683E+19","FEMENINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","437","86","86","55","59","62","62","63","0","53","43","CIUDAD BOLIVAR","NORMAL","2","2015","3","NO ESTUDIANTE AC004","24.5","2","4","21","3","2","25.5","2","3","18.333333333333","3","1","32.5","2","2","16","2","1","0","0","2","7","2","3","0","0","3","12","3","3","0","0","0","32","1","1","32","1","3","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","47","1","2","0","0","0","0","0","0","13.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","2","0","0","0","0","0","0","0","0","0","15.5","2","2","0","0","0","0","0","0","0","0","0","44","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1881","3.1891899481266E+19","MASCULINO","NO REGISTRA","FUERA DE BOGOTA","NO REGISTRA","NO REGISTRA","NO REGISTRA","415","84","84","60","56","60","60","49","0","48","45","FUERA DE BOGOTA","NORMAL","2","2015","3","PRUEBA AC Y ACTIVO","22","2","4","35","1","2","28","2","3","37","1","1","40","1","2","43","1","1","0","0","2","42","1","3","19.666666666667","3","3","35","1","3","32","1","2","45","1","1","35","1","3","0","0","0","30","1","3","27.5","2","3","32","1","3","36","1","2","50","1","2","35","1","3","0","0","0","33","1","2","21","2","3","17","1","3","15.5","2","3","0","0","0","34","1","3","0","0","0","34","1","1","29.5","2","3","28.5","2","2","0","0","0","32","1","2","0","0","0","38","1","2","39","1","2","30","2","2","0","0","0","39","1","1","19.5","2","2","0","0","0","0","0","0","0","0","0","38","1","2","0","0","0","0","0","0","0","0","0","37","1","2","0","0","0","37","1","1","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1882","3.1891899482848E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","PITALITO","HUILA","442","54","54","74","61","67","67","67","0","58","59","FUERA DE BOGOTA","NORMAL","2","2015","3","PRUEBA AC Y ACTIVO","21","3","4","41","1","2","18","3","3","40","1","1","35","1","2","37","1","1","0","0","2","26","2","3","23.5","2","3","35","1","3","30","1","2","30","1","1","47","2","3","0","0","0","27","2","3","15","1","3","33","1","3","39","1","2","31","1","2","47","1","3","0","0","0","34","1","2","0","0","0","0","0","0","15.5","2","3","16","1","2","25","1","3","0","0","0","0","0","0","31","1","3","30","1","2","0","0","0","0","0","0","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","34","1","1","23","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1","2","36","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1883","3.1891899486013E+19","FEMENINO","NO REGISTRA","PUENTE ARANDA","NO REGISTRA","NO REGISTRA","NO REGISTRA","438","65","65","60","56","78","78","52","0","69","52","BOSA","NORMAL","2","2015","3","NO ESTUDIANTE AC004","6","1","4","3","1","2","0","1","3","2","1","1","7","1","2","0","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1884","3.1891899489178E+19","MASCULINO","NO OFICIAL","SUBA","F","BOGOTA","BOGOTA","427.44","81.47","81.47","52.83","56.98","59.95","59.95","61.54","0","56.47","64.56","KENNEDY","NORMAL","2","2015","3","NO ESTUDIANTE AC004","3","1","4","24","1","2","6","1","3","9","1","1","21","1","2","20","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1885","3.1891899490761E+19","MASCULINO","OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","429","80","80","52","56","65","65","58","0","63","59","PUENTE ARANDA","NORMAL","3","2015","3","NO ESTUDIANTE AC004","16.5","2","4","26.5","2","2","18","2","3","7","3","1","16","2","2","36","1","1","0","0","2","6","1","3","3.5","2","3","32","1","3","14","1","2","16","2","1","6.5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1886","3.1891899492344E+19","MASCULINO","OFICIAL","KENNEDY","A","BOGOTA","BOGOTA","399","62","62","74","56","60","60","51","0","40","52","KENNEDY","NORMAL","2","2015","3","NO ESTUDIANTE AC004","15.333333333333","3","4","28.5","2","2","23.5","2","3","40","1","1","30","1","2","38","1","1","0","0","2","12","2","3","0","0","3","31","1","3","31","1","2","29.5","2","1","32","1","3","0","0","0","0","0","0","0","0","0","0","0","0","38","1","2","32","1","2","32","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","0","10","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","2","0","0","0","0","0","0","44","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1887","3.1891899495509E+19","MASCULINO","OFICIAL","RAFAEL URIBE","A","BOGOTA","BOGOTA","435","55","55","65","62","67","67","58","0","62","48","RAFAEL URIBE URIBE","NORMAL","3","2015","3","NO ESTUDIANTE AC004","25","2","4","33.5","2","2","28.5","2","3","42","1","1","40","1","2","42","1","1","0","0","2","31","1","3","20","1","3","15","1","3","0","0","0","34","1","1","31","1","3","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","42","1","2","26","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1888","3.1891899497091E+19","MASCULINO","NO OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","427","64","64","63","58","58","58","63","0","53","66","ENGATIVA","NORMAL","2","2015","3","NO ESTUDIANTE AC004","31","1","4","38","1","2","18","1","3","14","1","1","34","1","2","42","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1889","3.1891899498674E+19","FEMENINO","OFICIAL","FUERA DE BOGOTA","A","CHOCONTA","CUNDINAMARCA","416","67","67","65","57","59","59","59","0","53","70","RAFAEL URIBE URIBE","NORMAL","3","2015","3","ACTIVO","30","1","4","31","2","2","27","2","3","40","1","1","47","1","2","39","1","1","44","1","2","36","1","3","34","1","3","39","1","3","39","1","2","36","1","1","44","1","3","46","1","2","30.5","2","3","35","1","3","36","1","3","42","1","2","42","1","2","37","1","3","0","0","0","38","1","2","28.5","2","3","30","1","3","34","1","3","38","1","2","46","1","3","0","0","0","47","1","1","35","1","3","41","1","2","30","1","3","45","1","2","46","1","2","45","1","2","39","1","2","0","0","0","33","1","3","34","1","1","37","1","2","0","0","0","32","1","3","44","1","2","35","1","2","0","0","0","0","0","0","43","1","2","42","1","2","42","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1890","3.1891899501839E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","ZIPAQUIRA","CUNDINAMARCA","421","76","76","53","63","60","60","61","0","46","53","FUERA DE BOGOTA","NORMAL","2","2015","3","NO ESTUDIANTE AC004","31","1","4","31","2","2","31","1","3","37","1","1","37","1","2","24.333333333333","3","1","0","0","2","26","2","3","25.666666666667","3","3","28","3","3","31","1","2","31","1","1","40","1","3","0","0","0","0","0","0","0","0","0","0","0","0","35","1","2","42","1","2","40","1","3","0","0","0","33","1","2","0","0","0","0","0","0","0","0","0","19","1","2","0","0","0","0","0","0","43","1","1","35","1","3","30","1","2","0","0","0","0","0","0","36","1","2","29.5","2","2","37","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1891","3.1891899503422E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","VILLA DE LEYVA","BOYACA","413","72","72","61","65","54","54","63","0","47","51","FUERA DE BOGOTA","NORMAL","2","2015","3","NO ESTUDIANTE AC004","23.5","2","4","31.333333333333","3","2","27","2","3","38","1","1","33","1","2","40","1","1","0","0","2","45","1","3","3.5","2","3","13.5","2","3","8.5","2","2","34","1","1","32.5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","1","2","6","1","3","0","0","0","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","1","0","0","0","24","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1892","3.1891899505004E+19","FEMENINO","OFICIAL","RAFAEL URIBE","A","BOGOTA","BOGOTA","421","68","68","56","59","67","67","57","0","51","54","RAFAEL URIBE URIBE","NORMAL","2","2015","3","NO ESTUDIANTE AC004","14","1","4","10","1","2","9","1","3","12","1","1","18","1","2","15","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1893","3.1891899506587E+19","MASCULINO","NO OFICIAL","BOSA","A","BOGOTA","BOGOTA","426","65","65","59","67","61","61","54","0","61","54","BOSA","NORMAL","2","2015","3","ACTIVO","31","1","4","32","1","2","30","2","3","39","1","1","47","1","2","41","1","1","38","1","2","43","1","3","31","1","3","37","1","3","35","1","2","38","1","1","44","1","3","45","1","2","43","1","3","38","1","3","40","1","3","39","1","2","37","1","2","43","1","3","47","1","2","35","1","2","34","1","3","34","1","3","34","1","3","30","1","2","44","1","3","0","0","0","36.5","2","1","37","1","3","37","1","2","32","1","3","35","1","2","41","1","2","38","1","2","43","1","2","30","1","2","31","1","3","0","0","0","37","1","2","37","1","2","30","1","3","0","0","0","44","1","2","0","0","0","40","1","2","39","1","2","40","1","2","38","1","2","40","1","1","35","1","2","37","1","2","31","1","2","0","0","0","0","0","0","0","0","0","0","0","0","40","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1894","3.1891899508169E+19","FEMENINO","OFICIAL","FUERA DE BOGOTA","A","TOCANCIPA","CUNDINAMARCA","401","60","60","70","61","60","60","51","0","44","56","FUERA DE BOGOTA","NORMAL","2","2015","3","ACTIVO","27.5","2","4","35","1","2","31","2","3","36","1","1","50","1","2","38","1","1","47","1","2","43","1","3","30","1","3","35","1","3","34","1","2","40","1","1","40","2","3","48","1","2","36","1","3","32","1","3","44","1","3","39","1","2","47","1","2","34","2","3","46","1","2","42","1","2","31","1","3","30","1","3","0","0","0","33","1","2","33","1","3","50","1","2","45","1","1","42","1","3","36","1","2","33","1","3","41","1","2","0","0","0","37","1","2","44","1","2","36","1","2","27","2","3","0","0","0","38","1","2","0","0","0","0","0","0","42","1","2","34","1","2","0","0","0","0","0","0","43","1","2","42","1","2","39","1","2","41","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1895","3.1891899509752E+19","FEMENINO","OFICIAL","SOACHA","A","SOACHA","CUNDINAMARCA","409","63","63","65","59","63","63","55","0","49","39","FUERA DE BOGOTA","NORMAL","1","2015","3","ACTIVO","33","2","4","33","1","2","32","1","3","40","1","1","38","1","2","24.5","2","1","44","1","2","28","2","3","34","1","3","35","1","3","34","1","2","39","1","1","42","1","3","44","1","2","39","1","3","30","1","3","33","1","3","38","1","2","50","1","2","42","1","3","0","0","0","36","1","2","33","1","3","30","1","3","0","0","0","32","1","2","38","1","3","0","0","0","31","1","1","37","1","3","40","1","2","30","1","3","46","1","2","45","1","2","43","1","2","45","1","2","0","0","0","31","1","3","45","1","1","37","1","2","34","1","2","38","1","3","40","1","2","37","1","2","0","0","0","38","1","2","41","1","2","45","1","2","41","1","2","0","0","0","42","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1896","3.1891899511334E+19","MASCULINO","NO OFICIAL","CIUDAD BOLIVAR","A","BOGOTA","BOGOTA","418","60","60","63","50","69","69","51","0","60","47","CIUDAD BOLIVAR","NORMAL","1","2015","3","NO ESTUDIANTE AC004","23.5","2","4","33.5","2","2","19.5","2","3","34","2","1","31","2","2","38","1","1","0","0","2","2.5","2","3","0","0","3","2.5","2","3","2.5","2","2","15","1","1","45","1","3","0","0","0","0","0","0","0","0","0","0","0","0","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
